alignment_aux_active,alignment_aux_loss,alignment_aux_mode,arm_alias,fuser_grad_norm,layer_index,loss,memory_long_effective_rank,memory_long_l2,memory_long_slot_norm_max,memory_long_slot_norm_mean,memory_long_slot_norm_std,memory_long_slots,memory_short_effective_rank,memory_short_l2,memory_short_pairwise_cosine_mean,memory_short_slot_norm_max,memory_short_slot_norm_mean,memory_short_slot_norm_std,memory_short_slots,pilot_fuser_short_slots,pilot_memory_path_variant,pilot_projector_token_source,pilot_reader_context_mode,pilot_reader_num_queries,pilot_support_encoder_mode,pilot_trainable_variant,prefix_hidden_l2,prefix_hidden_slot_norm_max,prefix_hidden_slot_norm_mean,prefix_hidden_slot_norm_std,prefix_l2,prefix_projector_grad_norm,prefix_slot_norm_max,prefix_slot_norm_mean,prefix_slot_norm_std,prefix_tokens,projected_k_l2,projected_v_l2,reader_attention_entropy_max,reader_attention_entropy_mean,reader_attention_entropy_min,reader_attention_pairwise_cosine_mean,reader_grad_norm,reader_num_queries,reader_slot_count,reader_slot_coverage_fraction,row_type,step,suite,support_encoder_grad_norm,support_item_count,support_item_hidden_l2,support_item_hidden_norm_max,support_item_hidden_norm_mean,support_item_hidden_norm_std,total_grad_norm_pre_clip,writer_grad_norm,writer_memory_l2,writer_slot_norm_max,writer_slot_norm_mean,writer_slot_norm_std,writer_to_projector_grad_ratio
,,,I_real,,,,,117.72467803955078,41.62196350097656,41.62196350097656,0.0,8.0,,78.38320985387583,0.999520305727349,39.191607428378745,39.19160511454598,2.764204043801254e-06,4.0,4.0,two_level,short_slots,prompt_summary,4.0,structured_support_set,,,,,,5.862476294157935,,1.3733920249782625,1.3105290776393452,0.030637441172462997,4.0,,,2.079441547393799,2.079441547393799,2.079441547393799,1.0,,4.0,8.0,0.4016393442622951,snapshot_aggregate,0,phase2-selected,,6.0,96.0983657836914,39.233707427978516,39.23198699951172,0.0013412327971309423,,,117.72467803955078,41.62196350097656,41.62196350097656,0.0,
,,,I_real,,0,,,,,,,,,,,,,,,,,,,,,,2.6455841025368114,1.359044436548577,1.3225835581294825,0.023585860785402236,,,,,,4.0,2203.396828573258,11.797309828586267,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_real,,7,,,,,,,,,,,,,,,,,,,,,,2.6751175513033005,1.3710762965874594,1.337359926739677,0.02258897368170199,,,,,,4.0,102.98977423495934,24.596013678879036,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_real,,14,,,,,,,,,,,,,,,,,,,,,,2.554212456843892,1.3097590012628524,1.2769157544511263,0.02149007304525766,,,,,,4.0,60.10922447579806,47.03594720559042,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_real,,21,,,,,,,,,,,,,,,,,,,,,,2.615494176989696,1.340215202237739,1.3075748017576874,0.021372932146807185,,,,,,4.0,41.97604757840516,50.55020460535268,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_real,,27,,,,,,,,,,,,,,,,,,,,,,2.6167935308862904,1.3421031471158638,1.3082113832723898,0.02206683998591587,,,,,,4.0,57.20645004022317,147.37411398965804,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,,,,117.72469329833984,41.62196731567383,41.62196731567383,1.9073486328125e-06,8.0,,78.3832573812516,0.9995825065941107,39.19163094192255,39.191628565553756,2.385112558661857e-06,4.0,4.0,two_level,short_slots,prompt_summary,4.0,structured_support_set,,,,,,8.58888572161315,,1.9806759474707432,1.920335877137106,0.02749531313044126,4.0,,,2.079441547393799,2.079441547393799,2.079441547393799,1.0,,4.0,8.0,0.47540983606557374,snapshot_aggregate,0,phase2-selected,,6.0,96.09864044189453,39.23369216918945,39.23210906982422,0.001507753157056868,,,117.72469329833984,41.62196731567383,41.62196731567383,1.9073486328125e-06,
,,,I_shuffle,,0,,,,,,,,,,,,,,,,,,,,,,3.8541397110360567,1.9503428291101925,1.927023150881783,0.013857500597101743,,,,,,4.0,2204.5281842341187,13.638540736964492,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,7,,,,,,,,,,,,,,,,,,,,,,3.7698301370026637,1.9080098261598681,1.8848780589025529,0.01382349671215796,,,,,,4.0,105.76276685370773,24.140541514412302,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,14,,,,,,,,,,,,,,,,,,,,,,3.9146394143339065,1.9806759474707432,1.9572784099422518,0.013995003657507115,,,,,,4.0,64.0733181062292,46.29189144197058,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,21,,,,,,,,,,,,,,,,,,,,,,3.824161889123135,1.936329921738046,1.912046489168386,0.014400370953390832,,,,,,4.0,42.67492244282707,48.75229169501633,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
