arm_alias,example_id,memory_long_slots,query_index,reader_argmax_mass,reader_argmax_slot,reader_attention_entropy,reader_slot_coverage_fraction,step,suite
I_real,226458,8,0,0.12505143880844116,1,2.079441785812378,0.5,0,phase2-selected
I_real,226458,8,1,0.12504884600639343,6,2.079441547393799,0.5,0,phase2-selected
I_real,226458,8,2,0.12503153085708618,4,2.079441547393799,0.5,0,phase2-selected
I_real,226458,8,3,0.1250348538160324,4,2.0794413089752197,0.5,0,phase2-selected
I_real,78516,8,0,0.12505143880844116,1,2.079441785812378,0.5,0,phase2-selected
I_real,78516,8,1,0.12504884600639343,6,2.079441547393799,0.5,0,phase2-selected
I_real,78516,8,2,0.12503153085708618,4,2.079441547393799,0.5,0,phase2-selected
I_real,78516,8,3,0.1250348538160324,4,2.0794413089752197,0.5,0,phase2-selected
I_real,28788,8,0,0.12505143880844116,1,2.079441785812378,0.5,0,phase2-selected
I_real,28788,8,1,0.12504884600639343,6,2.079441547393799,0.5,0,phase2-selected
I_real,28788,8,2,0.12503153085708618,4,2.079441547393799,0.5,0,phase2-selected
I_real,28788,8,3,0.1250348538160324,4,2.0794413089752197,0.5,0,phase2-selected
I_real,117767,8,0,0.12505143880844116,1,2.079441785812378,0.5,0,phase2-selected
I_real,117767,8,1,0.12504884600639343,6,2.079441547393799,0.5,0,phase2-selected
I_real,117767,8,2,0.12503153085708618,4,2.079441547393799,0.5,0,phase2-selected
I_real,117767,8,3,0.1250348538160324,4,2.0794413089752197,0.5,0,phase2-selected
I_real,54789,8,0,0.12505143880844116,1,2.079441785812378,0.5,0,phase2-selected
I_real,54789,8,1,0.12504884600639343,6,2.079441547393799,0.5,0,phase2-selected
I_real,54789,8,2,0.12503153085708618,4,2.079441547393799,0.5,0,phase2-selected
I_real,54789,8,3,0.1250348538160324,4,2.0794413089752197,0.5,0,phase2-selected
I_real,56960,8,0,0.12505143880844116,1,2.079441785812378,0.5,0,phase2-selected
I_real,56960,8,1,0.12504884600639343,6,2.079441547393799,0.5,0,phase2-selected
I_real,56960,8,2,0.12503153085708618,4,2.079441547393799,0.5,0,phase2-selected
I_real,56960,8,3,0.1250348538160324,4,2.0794413089752197,0.5,0,phase2-selected
I_real,155125,8,0,0.12505143880844116,1,2.079441785812378,0.5,0,phase2-selected
I_real,155125,8,1,0.12504884600639343,6,2.079441547393799,0.5,0,phase2-selected
I_real,155125,8,2,0.12503153085708618,4,2.079441547393799,0.5,0,phase2-selected
I_real,155125,8,3,0.1250348538160324,4,2.0794413089752197,0.5,0,phase2-selected
I_real,84675,8,0,0.12505143880844116,1,2.079441785812378,0.5,0,phase2-selected
I_real,84675,8,1,0.12504884600639343,6,2.079441547393799,0.5,0,phase2-selected
I_real,84675,8,2,0.12503153085708618,4,2.079441547393799,0.5,0,phase2-selected
I_real,84675,8,3,0.1250348538160324,4,2.0794413089752197,0.5,0,phase2-selected
I_real,64471,8,0,0.12505143880844116,1,2.079441785812378,0.5,0,phase2-selected
I_real,64471,8,1,0.12504884600639343,6,2.079441547393799,0.5,0,phase2-selected
