alignment_aux_active,alignment_aux_loss,alignment_aux_mode,arm_alias,fuser_grad_norm,fuser_input_effective_rank,fuser_input_pairwise_cosine_mean,fuser_linear_output_singular_value_top1,fuser_linear_output_singular_value_top2,fuser_linear_output_singular_value_top3,fuser_output_effective_rank,fuser_output_pairwise_cosine_mean,fuser_short_query_pairwise_cosine_mean,layer_index,loss,memory_long_diversity_loss,memory_long_diversity_weight,memory_long_effective_rank,memory_long_l2,memory_long_singular_value_top1,memory_long_singular_value_top2,memory_long_singular_value_top3,memory_long_slot_energy_cv,memory_long_slot_energy_histogram_max,memory_long_slot_energy_histogram_min,memory_long_slot_norm_histogram_max,memory_long_slot_norm_histogram_min,memory_long_slot_norm_max,memory_long_slot_norm_mean,memory_long_slot_norm_std,memory_long_slot_variance_cv,memory_long_slots,memory_short_diversity_loss,memory_short_diversity_weight,memory_short_effective_rank,memory_short_l2,memory_short_pairwise_cosine_mean,memory_short_slot_norm_max,memory_short_slot_norm_mean,memory_short_slot_norm_std,memory_short_slots,pilot_fuser_short_slots,pilot_memory_path_variant,pilot_projector_token_source,pilot_reader_context_mode,pilot_reader_num_queries,pilot_support_encoder_mode,pilot_trainable_variant,prefix_hidden_l2,prefix_hidden_slot_norm_max,prefix_hidden_slot_norm_mean,prefix_hidden_slot_norm_std,prefix_l2,prefix_projector_grad_norm,prefix_slot_norm_max,prefix_slot_norm_mean,prefix_slot_norm_std,prefix_tokens,projected_k_l2,projected_v_l2,reader_argmax_mass_mean,reader_argmax_mass_std,reader_attention_diversity_loss,reader_attention_diversity_weight,reader_attention_entropy_max,reader_attention_entropy_mean,reader_attention_entropy_min,reader_attention_pairwise_cosine_mean,reader_base_query_norm_mean,reader_base_query_pairwise_cosine_mean,reader_conditioned_query_norm_mean,reader_conditioned_query_pairwise_cosine_mean,reader_context_overwrite_ratio,reader_context_shift_norm_mean,reader_grad_norm,reader_num_queries,reader_qk_logit_mean,reader_qk_logit_pairwise_cosine_mean,reader_qk_logit_range,reader_qk_logit_std,reader_query_to_slot_top1_agreement_rate,reader_query_to_slot_top2_coverage_fraction,reader_readout_effective_rank,reader_readout_pairwise_cosine_mean,reader_slot_count,reader_slot_coverage_fraction,row_type,step,suite,support_encoder_grad_norm,support_item_count,support_item_hidden_l2,support_item_hidden_norm_max,support_item_hidden_norm_mean,support_item_hidden_norm_std,total_grad_norm_pre_clip,writer_grad_norm,writer_memory_l2,writer_slot_basis_orthogonality_loss,writer_slot_basis_orthogonality_weight,writer_slot_basis_pairwise_cosine_mean,writer_slot_norm_max,writer_slot_norm_mean,writer_slot_norm_std,writer_to_projector_grad_ratio
,,,I_real,,1.2282923460006714,0.9992855787277222,35.940582275390625,31.05448341369629,28.829511642456055,3.9775753021240234,-0.026782818138599396,0.0,,,,,,117.78075408935547,117.69839477539062,1.6652382612228394,1.6652380228042603,0.0021499965085512093,1739.3563232421875,1728.6175537109375,41.705589294433594,41.57664489746094,41.705589294433594,41.64176559448242,0.04476724565029144,0.0021490180465164634,8.0,,,,61.862606048583984,-0.026782818138599396,32.88174057006836,30.860889434814453,2.0859038829803467,4.0,4.0,two_level,short_slots,prompt_summary,4.0,structured_support_set,,,,,,56.679054260253906,,15.30507755279541,12.489386558532715,2.1542818546295166,4.0,,,0.5000414848327637,2.600598963908851e-05,,,0.6931482553482056,0.6931482553482056,0.6931482553482056,0.0,0.7699422836303711,-0.0010831884574145079,0.7699422836303711,-0.0010831884574145079,0.0,0.0,,4.0,-0.001591359032317996,0.0,0.009316583164036274,0.0036406884901225567,0.25,1.0,1.2282923460006714,0.9992855787277222,8.0,1.0,snapshot_aggregate,0,phase2-selected,,6.0,96.11910247802734,39.24253845214844,39.24046325683594,0.0016187222208827734,,,117.78075408935547,,,,41.705589294433594,41.64176559448242,0.04476724565029144,
,,,I_real,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.11040496826172,14.443577766418457,12.371231079101562,2.14097261428833,,,,,,4.0,2204.469970703125,13.024182319641113,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.510892868041992,14.787384986877441,12.585345268249512,2.0789220333099365,,,,,,4.0,102.60070037841797,25.649982452392578,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.11812973022461,14.446281433105469,12.402307510375977,1.9762285947799683,,,,,,4.0,60.82399368286133,45.05043029785156,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.535612106323242,15.30507755279541,12.543307304382324,2.384838581085205,,,,,,4.0,41.1956672668457,51.772857666015625,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.460845947265625,14.82861614227295,12.54473876953125,2.1608598232269287,,,,,,4.0,51.61269760131836,153.8606414794922,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,1.2316476106643677,0.9992609024047852,35.95436477661133,31.067832946777344,28.840991973876953,3.9775967597961426,-0.026747694239020348,0.0,,,,,,117.90632629394531,117.82405853271484,1.6652379035949707,1.6652377843856812,0.0025411458767618834,1741.1541748046875,1728.7119140625,41.72713851928711,41.577781677246094,41.72713851928711,41.68614959716797,0.052998676896095276,0.0025423087028224973,8.0,,,,61.88943099975586,-0.026747694239020348,32.891571044921875,30.874353408813477,2.0855960845947266,4.0,4.0,two_level,short_slots,prompt_summary,4.0,structured_support_set,,,,,,56.6861686706543,,15.307467460632324,12.490433692932129,2.1575820446014404,4.0,,,0.5000984072685242,7.584939157823101e-05,,,0.6931482553482056,0.6931482553482056,0.6931481957435608,0.0,0.7699422836303711,-0.0010831884574145079,0.7699422836303711,-0.0010831884574145079,0.0,0.0,,4.0,-0.0016006336081773043,0.0,0.009359127841889858,0.0035621209535747766,0.25,1.0,1.2316476106643677,0.9992609024047852,8.0,1.0,snapshot_aggregate,0,phase2-selected,,6.0,96.11900329589844,39.24199676513672,39.24042892456055,0.0016356386477127671,,,117.90632629394531,,,,41.72713851928711,41.68614959716797,0.052998676896095276,
,,,I_shuffle,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.112607955932617,14.44551944732666,12.372264862060547,2.144362211227417,,,,,,4.0,2204.732177734375,13.021749496459961,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.514020919799805,14.789518356323242,12.58633804321289,2.0823068618774414,,,,,,4.0,102.6042709350586,25.649560928344727,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.120656967163086,14.44867992401123,12.403288841247559,1.9794070720672607,,,,,,4.0,60.82977294921875,45.050445556640625,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
