alignment_aux_active,alignment_aux_loss,alignment_aux_mode,arm_alias,fuser_grad_norm,fuser_input_effective_rank,fuser_input_pairwise_cosine_mean,fuser_linear_output_singular_value_top1,fuser_linear_output_singular_value_top2,fuser_linear_output_singular_value_top3,fuser_output_effective_rank,fuser_output_pairwise_cosine_mean,fuser_short_query_pairwise_cosine_mean,layer_index,loss,memory_long_diversity_loss,memory_long_diversity_weight,memory_long_effective_rank,memory_long_l2,memory_long_singular_value_top1,memory_long_singular_value_top2,memory_long_singular_value_top3,memory_long_slot_energy_cv,memory_long_slot_energy_histogram_max,memory_long_slot_energy_histogram_min,memory_long_slot_norm_histogram_max,memory_long_slot_norm_histogram_min,memory_long_slot_norm_max,memory_long_slot_norm_mean,memory_long_slot_norm_std,memory_long_slot_variance_cv,memory_long_slots,memory_short_diversity_loss,memory_short_diversity_weight,memory_short_effective_rank,memory_short_l2,memory_short_pairwise_cosine_mean,memory_short_slot_norm_max,memory_short_slot_norm_mean,memory_short_slot_norm_std,memory_short_slots,pilot_fuser_short_slots,pilot_memory_path_variant,pilot_projector_token_source,pilot_reader_context_mode,pilot_reader_num_queries,pilot_support_encoder_mode,pilot_trainable_variant,prefix_hidden_l2,prefix_hidden_slot_norm_max,prefix_hidden_slot_norm_mean,prefix_hidden_slot_norm_std,prefix_l2,prefix_projector_grad_norm,prefix_slot_norm_max,prefix_slot_norm_mean,prefix_slot_norm_std,prefix_tokens,projected_k_l2,projected_v_l2,reader_argmax_mass_mean,reader_argmax_mass_std,reader_attention_diversity_loss,reader_attention_diversity_weight,reader_attention_entropy_max,reader_attention_entropy_mean,reader_attention_entropy_min,reader_attention_pairwise_cosine_mean,reader_base_query_norm_mean,reader_base_query_pairwise_cosine_mean,reader_conditioned_query_norm_mean,reader_conditioned_query_pairwise_cosine_mean,reader_context_overwrite_ratio,reader_context_shift_norm_mean,reader_grad_norm,reader_num_queries,reader_qk_logit_mean,reader_qk_logit_pairwise_cosine_mean,reader_qk_logit_range,reader_qk_logit_std,reader_query_to_slot_top1_agreement_rate,reader_query_to_slot_top2_coverage_fraction,reader_readout_effective_rank,reader_readout_pairwise_cosine_mean,reader_slot_count,reader_slot_coverage_fraction,row_type,step,suite,support_encoder_grad_norm,support_item_count,support_item_hidden_l2,support_item_hidden_norm_max,support_item_hidden_norm_mean,support_item_hidden_norm_std,total_grad_norm_pre_clip,writer_grad_norm,writer_memory_l2,writer_slot_basis_orthogonality_loss,writer_slot_basis_orthogonality_weight,writer_slot_basis_pairwise_cosine_mean,writer_slot_norm_max,writer_slot_norm_mean,writer_slot_norm_std,writer_to_projector_grad_ratio
,,,I_real,,1.1750357151031494,0.9996141195297241,31.547697067260742,28.411550521850586,26.249954223632812,3.9853098392486572,0.012968068942427635,0.0,,,,,,117.78638458251953,117.70404052734375,1.6652365922927856,1.6652365922927856,0.0022774966600473258,1741.528076171875,1728.5157470703125,41.73162078857422,41.57542037963867,41.73162078857422,41.64374923706055,0.04741143807768822,0.0022760634028564093,8.0,,,,55.95165252685547,0.012968068942427635,30.482410430908203,27.918411254882812,1.7914280891418457,4.0,4.0,two_level,short_slots,prompt_summary,4.0,structured_support_set,,,,,,53.00954055786133,,13.379878044128418,11.731038093566895,1.6980476379394531,4.0,,,0.12502261996269226,6.783431217627367e-06,,,2.079441547393799,2.079441547393799,2.0794413089752197,1.0,0.7699737548828125,-0.0010731182992458344,0.7699737548828125,-0.0010731182992458344,0.0,0.0,,4.0,-0.0015879791462793946,-0.3279535174369812,0.00992518849670887,0.003667188575491309,0.25,0.75,1.1750357151031494,0.9996141195297241,8.0,1.0,snapshot_aggregate,0,phase2-selected,,6.0,96.11082458496094,39.239051818847656,39.23708724975586,0.0015105197671800852,,,117.78638458251953,,,,41.73162078857422,41.64374923706055,0.04741143807768822,
,,,I_real,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6049861907959,13.022201538085938,11.667891502380371,1.7761982679367065,,,,,,4.0,2204.45458984375,12.72066593170166,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.77536964416504,12.946707725524902,11.778347969055176,1.6091936826705933,,,,,,4.0,101.91154479980469,25.37306785583496,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.656625747680664,12.868805885314941,11.709872245788574,1.667986273765564,,,,,,4.0,60.72785186767578,45.73822784423828,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.732675552368164,13.379878044128418,11.732057571411133,1.7855509519577026,,,,,,4.0,41.34531021118164,51.705299377441406,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.76266860961914,13.079629898071289,11.76701545715332,1.641372799873352,,,,,,4.0,50.62299728393555,148.11610412597656,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,1.1750353574752808,0.9996141195297241,31.53557586669922,28.402170181274414,26.238039016723633,3.985283851623535,0.013024888932704926,0.0,,,,,,117.8745346069336,117.7922134399414,1.6652368307113647,1.6652368307113647,0.001909774237085436,1740.62890625,1730.825927734375,41.72084426879883,41.60319519042969,41.72084426879883,41.674922943115234,0.0398084856569767,0.0019108894713301325,8.0,,,,55.92742156982422,0.013024888932704926,30.469982147216797,27.906169891357422,1.7930235862731934,4.0,4.0,two_level,short_slots,prompt_summary,4.0,structured_support_set,,,,,,53.012786865234375,,13.379434585571289,11.731902122497559,1.697127342224121,4.0,,,0.12503594160079956,8.327600880875252e-06,,,2.079441785812378,2.079441547393799,2.079441547393799,1.0,0.7699737548828125,-0.0010731182992458344,0.7699737548828125,-0.0010731182992458344,0.0,0.0,,4.0,-0.0015912785893306136,-0.3242795467376709,0.009698932990431786,0.003658666042611003,0.5,0.75,1.1750353574752808,0.9996141195297241,8.0,1.0,snapshot_aggregate,0,phase2-selected,,6.0,96.11085510253906,39.23865509033203,39.23708724975586,0.0016125013353303075,,,117.8745346069336,,,,41.72084426879883,41.674922943115234,0.0398084856569767,
,,,I_shuffle,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.60614776611328,13.02569580078125,11.668885231018066,1.7754342555999756,,,,,,4.0,2204.45458984375,12.717002868652344,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.778043746948242,12.950094223022461,11.779340744018555,1.6083382368087769,,,,,,4.0,101.91048431396484,25.373153686523438,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.657445907592773,12.872199058532715,11.710678100585938,1.6671408414840698,,,,,,4.0,60.7286376953125,45.73813247680664,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
