bucket,example_count,mean_margin_gap_real_vs_shuffle,mean_margin_gap_real_vs_zero,step,suite
overall,61,0.010212569940285604,-0.6815535357741059,0,phase2-selected
A_wrong,43,-0.010631838510202806,-4.2143117328022806,0,phase2-selected
SUPPORTS,18,0.06000754568311903,7.757813268237644,0,phase2-selected
REFUTES,20,3.1232833862304687e-06,-8.35241973400116,0,phase2-selected
NOT_ENOUGH_INFO,23,-0.019879631374193275,-0.6159569491510806,0,phase2-selected
overall,61,-0.406446210673598,-1.4938699808277067,2,phase2-selected
A_wrong,43,-0.4486783548843029,-6.204834688541501,2,phase2-selected
SUPPORTS,18,-0.30555831061469185,9.760101265377468,2,phase2-selected
REFUTES,20,-0.4505786061286926,-12.38295487165451,2,phase2-selected
NOT_ENOUGH_INFO,23,-0.447025962497877,-0.832556268443232,2,phase2-selected
overall,61,-0.4155779744757981,-1.4450488481365267,4,phase2-selected
A_wrong,43,-0.7130576510762059,-6.317092207975166,4,phase2-selected
SUPPORTS,18,0.2950679196251763,10.19372140036689,4,phase2-selected
REFUTES,20,-1.0311930179595947,-13.256628608703613,4,phase2-selected
NOT_ENOUGH_INFO,23,-0.4364182016123896,-0.28271272908086365,4,phase2-selected
overall,61,0.8585783536316919,-1.8891267698319232,8,phase2-selected
A_wrong,43,1.2517129986785178,-8.140755952790727,8,phase2-selected
SUPPORTS,18,-0.08057663175794813,13.045320722791883,8,phase2-selected
REFUTES,20,-0.43545434474945066,-15.187876272201539,8,phase2-selected
NOT_ENOUGH_INFO,23,2.7188150364419688,-2.012825240259585,8,phase2-selected
overall,61,1.524213243703373,-2.3609484766350417,12,phase2-selected
A_wrong,43,2.436357165491858,-9.62833426719488,12,phase2-selected
SUPPORTS,18,-0.6547972361246744,15.000028689702352,12,phase2-selected
REFUTES,20,0.36213486194610595,-16.75419909954071,12,phase2-selected
NOT_ENOUGH_INFO,23,4.240028733792513,-3.4319300651550293,12,phase2-selected
overall,61,2.1905672354776353,-2.657613371239334,16,phase2-selected
A_wrong,43,3.430515677429909,-10.571844733038613,16,phase2-selected
SUPPORTS,18,-0.7715318202972412,16.248605993058945,16,phase2-selected
REFUTES,20,0.7630320310592651,-17.788713002204894,16,phase2-selected
NOT_ENOUGH_INFO,23,5.750066674273947,-4.296307107676631,16,phase2-selected
overall,61,2.662220907993004,-3.020627740953789,24,phase2-selected
A_wrong,43,4.178333315738412,-11.740676547205725,24,phase2-selected
SUPPORTS,18,-0.9596031771765815,17.81059996287028,24,phase2-selected
REFUTES,20,1.3580749750137329,-19.037133741378785,24,phase2-selected
NOT_ENOUGH_INFO,23,6.630731872890307,-5.395931160968283,24,phase2-selected
overall,61,2.730376235774306,-3.2782327386199452,32,phase2-selected
A_wrong,43,4.274112723594488,-12.37141699014708,32,phase2-selected
SUPPORTS,18,-0.9574387073516846,18.444374084472656,32,phase2-selected
REFUTES,20,1.3831693410873414,-19.659548377990724,32,phase2-selected
NOT_ENOUGH_INFO,23,6.787976534470268,-6.0339114355004355,32,phase2-selected
