arm_alias,example_id,memory_long_slots,query_index,reader_argmax_mass,reader_argmax_slot,reader_attention_entropy,reader_slot_coverage_fraction,step,suite
I_real,226458,8,0,0.12850867211818695,1,2.079289197921753,0.5,0,phase2-selected
I_real,226458,8,1,0.12847135961055756,1,2.079291820526123,0.5,0,phase2-selected
I_real,226458,8,2,0.12851041555404663,1,2.079289197921753,0.5,0,phase2-selected
I_real,226458,8,3,0.12850451469421387,1,2.079289436340332,0.5,0,phase2-selected
I_real,78516,8,0,0.12778504192829132,3,2.0793116092681885,0.5,0,phase2-selected
I_real,78516,8,1,0.12775692343711853,3,2.0793137550354004,0.5,0,phase2-selected
I_real,78516,8,2,0.1277967095375061,3,2.0793113708496094,0.5,0,phase2-selected
I_real,78516,8,3,0.12777328491210938,3,2.0793118476867676,0.5,0,phase2-selected
I_real,28788,8,0,0.12800118327140808,1,2.0792863368988037,0.625,0,phase2-selected
I_real,28788,8,1,0.12796413898468018,1,2.079289436340332,0.625,0,phase2-selected
I_real,28788,8,2,0.12800273299217224,1,2.079286575317383,0.625,0,phase2-selected
I_real,28788,8,3,0.12799690663814545,1,2.079286575317383,0.625,0,phase2-selected
I_real,117767,8,0,0.1274118423461914,3,2.079355478286743,0.5,0,phase2-selected
I_real,117767,8,1,0.12738347053527832,3,2.0793566703796387,0.5,0,phase2-selected
I_real,117767,8,2,0.12742416560649872,3,2.079355239868164,0.5,0,phase2-selected
I_real,117767,8,3,0.12740027904510498,3,2.079355478286743,0.5,0,phase2-selected
I_real,54789,8,0,0.12886062264442444,3,2.079233407974243,0.5,0,phase2-selected
I_real,54789,8,1,0.12883266806602478,3,2.0792369842529297,0.5,0,phase2-selected
I_real,54789,8,2,0.128872811794281,3,2.079233169555664,0.5,0,phase2-selected
I_real,54789,8,3,0.12884914875030518,3,2.0792338848114014,0.5,0,phase2-selected
I_real,56960,8,0,0.12776343524456024,3,2.079271078109741,0.5,0,phase2-selected
I_real,56960,8,1,0.1277356743812561,3,2.0792744159698486,0.5,0,phase2-selected
I_real,56960,8,2,0.12777596712112427,3,2.079270839691162,0.5,0,phase2-selected
I_real,56960,8,3,0.12775206565856934,3,2.0792715549468994,0.5,0,phase2-selected
I_real,155125,8,0,0.12790340185165405,1,2.079308032989502,0.5,0,phase2-selected
