alignment_aux_active,alignment_aux_loss,alignment_aux_mode,arm_alias,fuser_grad_norm,layer_index,loss,memory_long_diversity_loss,memory_long_diversity_weight,memory_long_effective_rank,memory_long_l2,memory_long_slot_norm_max,memory_long_slot_norm_mean,memory_long_slot_norm_std,memory_long_slots,memory_short_diversity_loss,memory_short_diversity_weight,memory_short_effective_rank,memory_short_l2,memory_short_pairwise_cosine_mean,memory_short_slot_norm_max,memory_short_slot_norm_mean,memory_short_slot_norm_std,memory_short_slots,pilot_fuser_short_slots,pilot_memory_path_variant,pilot_projector_token_source,pilot_reader_context_mode,pilot_reader_num_queries,pilot_support_encoder_mode,pilot_trainable_variant,prefix_hidden_l2,prefix_hidden_slot_norm_max,prefix_hidden_slot_norm_mean,prefix_hidden_slot_norm_std,prefix_l2,prefix_projector_grad_norm,prefix_slot_norm_max,prefix_slot_norm_mean,prefix_slot_norm_std,prefix_tokens,projected_k_l2,projected_v_l2,reader_attention_diversity_loss,reader_attention_diversity_weight,reader_attention_entropy_max,reader_attention_entropy_mean,reader_attention_entropy_min,reader_attention_pairwise_cosine_mean,reader_grad_norm,reader_num_queries,reader_slot_count,reader_slot_coverage_fraction,row_type,step,suite,support_encoder_grad_norm,support_item_count,support_item_hidden_l2,support_item_hidden_norm_max,support_item_hidden_norm_mean,support_item_hidden_norm_std,total_grad_norm_pre_clip,writer_grad_norm,writer_memory_l2,writer_slot_basis_orthogonality_loss,writer_slot_basis_orthogonality_weight,writer_slot_basis_pairwise_cosine_mean,writer_slot_norm_max,writer_slot_norm_mean,writer_slot_norm_std,writer_to_projector_grad_ratio
,,,I_real,,,,,,,117.83794403076172,41.72639846801758,41.661991119384766,0.04344380274415016,8.0,,,,110.85061808101466,0.9995369510572465,39.19161624595767,39.191612056044285,3.4232450094559233e-06,8.0,8.0,two_level,short_slots,prompt_summary,4.0,structured_support_set,,,,,,12.536877163120957,,2.0453296665285454,1.9820056704224134,0.031249051547197045,8.0,,,,,2.079305320489602,2.0793032489839147,2.0793023383031124,0.9999999853431202,,4.0,8.0,0.5225409836065574,snapshot_aggregate,0,phase2-selected,,6.0,96.0995101928711,39.23421096801758,39.23246383666992,0.0013708641054108739,,,117.83794403076172,,,,41.72639846801758,41.661991119384766,0.04344380274415016,
,,,I_real,,0,,,,,,,,,,,,,,,,,,,,,,,,,,5.528108948566874,1.9761004877872155,1.954445870196233,0.010762868082669914,,,,,,8.0,3116.5988449346823,19.79376902345751,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,7,,,,,,,,,,,,,,,,,,,,,,,,,,5.501730457681124,1.9664125325249844,1.9451402347595965,0.01073033456522666,,,,,,8.0,147.74504139384285,41.59012347362081,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,14,,,,,,,,,,,,,,,,,,,,,,,,,,5.7216296117813865,2.0453133368101275,2.0228636538396114,0.011350441998878464,,,,,,8.0,89.86609724701428,69.21551751308753,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,21,,,,,,,,,,,,,,,,,,,,,,,,,,5.633135842495277,2.014657802269107,1.991589982001508,0.01181223031255554,,,,,,8.0,65.05042898459513,73.77594094198258,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,27,,,,,,,,,,,,,,,,,,,,,,,,,,5.645581003095283,2.017380006977769,1.9959884510665644,0.011131226955378642,,,,,,8.0,86.7070827796811,195.62245603467596,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,,,,,,117.8930435180664,41.72996520996094,41.68147659301758,0.03156384080648422,8.0,,,,110.85060907582768,0.9995404120351448,39.19161299408459,39.191609054315286,3.0851568889837106e-06,8.0,8.0,two_level,short_slots,prompt_summary,4.0,structured_support_set,,,,,,12.867765958191919,,2.0694592683041684,2.0344675505747563,0.02059579045191163,8.0,,,,,2.079347520578103,2.0793468170478695,2.0793461447856467,0.9999999882744961,,4.0,8.0,0.6024590163934426,snapshot_aggregate,0,phase2-selected,,6.0,96.09972381591797,39.234130859375,39.23255157470703,0.0015306604327633977,,,117.8930435180664,,,,41.72996520996094,41.68147659301758,0.03156384080648422,
,,,I_shuffle,,0,,,,,,,,,,,,,,,,,,,,,,,,,,5.75947488722254,2.0538129376583414,2.036230552391928,0.015443983029757366,,,,,,8.0,3117.9438876793033,17.651598258096662,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,7,,,,,,,,,,,,,,,,,,,,,,,,,,5.769969275740326,2.058225150968208,2.039933482154471,0.01588547547332576,,,,,,8.0,146.8139723480725,35.261113276247116,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,14,,,,,,,,,,,,,,,,,,,,,,,,,,5.704289420706327,2.035183566515563,2.0167186436105946,0.01576187147102395,,,,,,8.0,83.46124317606942,68.05355834960938,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,21,,,,,,,,,,,,,,,,,,,,,,,,,,5.796353707548048,2.0681697364713325,2.0492598697787425,0.01587749616105537,,,,,,8.0,63.018285282322616,74.4877775848889,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,27,,,,,,,,,,,,,,,,,,,,,,,,,,5.742435478773273,2.049313316579725,2.0301951873497885,0.015617284954327052,,,,,,8.0,80.85279170802382,209.71501609927319,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_zero,,,,,,,0.0,0.0,0.0,0.0,8.0,,,,0.0,0.0,0.0,0.0,0.0,8.0,8.0,two_level,short_slots,prompt_summary,4.0,pooled_block,,,,,,1.0339651107788086,,0.19069373607635498,0.16221855580806732,0.020303837954998016,8.0,,,,,1.473654492656351e-06,1.473654492656351e-06,1.473654492656351e-06,0.0,,4.0,8.0,0.0,snapshot_aggregate,0,phase2-selected,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,
,,,I_zero,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3658159077167511,0.1293383687734604,0.1293383687734604,0.0,,,,,,8.0,3114.328125,28.998764038085938,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_zero,,7,,,,,,,,,,,,,,,,,,,,,,,,,,0.47687867283821106,0.16861988604068756,0.16861988604068756,0.0,,,,,,8.0,157.56387329101562,73.55593872070312,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_zero,,14,,,,,,,,,,,,,,,,,,,,,,,,,,0.43352773785591125,0.15327315032482147,0.15327315032482147,0.0,,,,,,8.0,160.98196411132812,125.93059539794922,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_zero,,21,,,,,,,,,,,,,,,,,,,,,,,,,,0.4784393608570099,0.16916759312152863,0.16916760802268982,1.4901161193847656e-08,,,,,,8.0,91.95962524414062,117.7429428100586,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_zero,,27,,,,,,,,,,,,,,,,,,,,,,,,,,0.5393219590187073,0.19069373607635498,0.19069373607635498,0.0,,,,,,8.0,126.75918579101562,214.1256866455078,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,,,,,,117.83869934082031,41.72679901123047,41.66225051879883,0.04346569627523422,8.0,,,,110.85787050841284,0.9996248024408935,39.194183662289475,39.194177346151385,4.408665592534101e-06,8.0,8.0,two_level,short_slots,prompt_summary,4.0,structured_support_set,,,,,,39.6675690822914,,6.518249011430584,6.270935465077885,0.11525716253968536,8.0,,,,,2.0790202656730274,2.0790192533711918,2.0790185732919664,0.9999999872973708,,4.0,8.0,0.5307377049180327,snapshot_aggregate,2,phase2-selected,,6.0,96.10023498535156,39.23451232910156,39.23276138305664,0.0013939739437773824,,,117.83869934082031,,,,41.72679901123047,41.66225051879883,0.04346569627523422,
,,,I_real,,0,,,,,,,,,,,,,,,,,,,,,,,,,,17.5995475894115,6.243359823695949,6.222350073642418,0.011461726450895677,,,,,,8.0,3119.2519611296107,18.03361598780898,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,7,,,,,,,,,,,,,,,,,,,,,,,,,,17.53929829206623,6.221270357976194,6.201074717474765,0.011548147918503792,,,,,,8.0,146.91612643882877,33.405074072665855,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,14,,,,,,,,,,,,,,,,,,,,,,,,,,18.378398582583568,6.518249011430584,6.497692717880499,0.011844694247988403,,,,,,8.0,80.53501029092757,61.738102709660765,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,21,,,,,,,,,,,,,,,,,,,,,,,,,,17.65177026342173,6.260628668988337,6.240820259344383,0.011417803904194324,,,,,,8.0,61.09592775438653,67.30817063128362,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,27,,,,,,,,,,,,,,,,,,,,,,,,,,17.515551613979653,6.212006897222801,6.192739627400383,0.011587835787261119,,,,,,8.0,78.27893741795275,199.3812713623047,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,,,,,,117.8958969116211,41.730995178222656,41.68247604370117,0.0315280519425869,8.0,,,,110.85775781850346,0.9996429593836675,39.19414282626793,39.19413619744973,5.433600921098899e-06,8.0,8.0,two_level,short_slots,prompt_summary,4.0,structured_support_set,,,,,,45.323359817755026,,7.344142820014328,7.165373512955963,0.11225795086290015,8.0,,,,,2.0787552223830925,2.0787532290474315,2.0787522323796006,0.9999999872973708,,4.0,8.0,0.6024590163934426,snapshot_aggregate,2,phase2-selected,,6.0,96.09927368164062,39.233943939208984,39.23236083984375,0.001510570291429758,,,117.8958969116211,,,,41.730995178222656,41.68247604370117,0.0315280519425869,
,,,I_shuffle,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20.145935465077883,7.132473288989458,7.122620543495554,0.007365098971201748,,,,,,8.0,3117.770972079918,16.831407922213195,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,7,,,,,,,,,,,,,,,,,,,,,,,,,,19.882918873771292,7.040919171004999,7.029664555533987,0.007491060135672327,,,,,,8.0,150.76876756011464,32.577763354192015,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,14,,,,,,,,,,,,,,,,,,,,,,,,,,20.522738003339924,7.266902266955767,7.255882044307521,0.007463361136615276,,,,,,8.0,93.79482744560868,59.73651954775951,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,21,,,,,,,,,,,,,,,,,,,,,,,,,,20.73947193583504,7.344142820014328,7.332506515940682,0.00772621465816361,,,,,,8.0,59.743672980636845,77.01528893142451,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,27,,,,,,,,,,,,,,,,,,,,,,,,,,20.042817600437854,7.0961513988307265,7.086194186914162,0.007370548246458906,,,,,,8.0,76.634771628458,225.6101179279265,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,,,,
,,,I_zero,,,,,,,0.0,0.0,0.0,0.0,8.0,,,,0.0,0.0,0.0,0.0,0.0,8.0,8.0,two_level,short_slots,prompt_summary,4.0,pooled_block,,,,,,1.0339651107788086,,0.19069373607635498,0.16221855580806732,0.020303837954998016,8.0,,,,,1.473654492656351e-06,1.473654492656351e-06,1.473654492656351e-06,0.0,,4.0,8.0,0.0,snapshot_aggregate,2,phase2-selected,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,
,,,I_zero,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3658159077167511,0.1293383687734604,0.1293383687734604,0.0,,,,,,8.0,3114.328125,28.998764038085938,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,,,,
,,,I_zero,,7,,,,,,,,,,,,,,,,,,,,,,,,,,0.47687867283821106,0.16861988604068756,0.16861988604068756,0.0,,,,,,8.0,157.56387329101562,73.55593872070312,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,,,,
,,,I_zero,,14,,,,,,,,,,,,,,,,,,,,,,,,,,0.43352773785591125,0.15327315032482147,0.15327315032482147,0.0,,,,,,8.0,160.98196411132812,125.93059539794922,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,,,,
,,,I_zero,,21,,,,,,,,,,,,,,,,,,,,,,,,,,0.4784393608570099,0.16916759312152863,0.16916760802268982,1.4901161193847656e-08,,,,,,8.0,91.95962524414062,117.7429428100586,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,,,,
,,,I_zero,,27,,,,,,,,,,,,,,,,,,,,,,,,,,0.5393219590187073,0.19069373607635498,0.19069373607635498,0.0,,,,,,8.0,126.75918579101562,214.1256866455078,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,,,,,,117.83891296386719,41.72698974609375,41.662315368652344,0.04347066208720207,8.0,,,,110.86495546434746,0.9996997499075092,39.19668973078493,39.19668191378234,5.112778823234696e-06,8.0,8.0,two_level,short_slots,prompt_summary,4.0,structured_support_set,,,,,,50.73854546468766,,8.33580123401079,8.02105303279689,0.15074642222435747,8.0,,,,,2.0785804928326215,2.078579812753396,2.0785791913016896,0.9999999794803682,,4.0,8.0,0.5,snapshot_aggregate,4,phase2-selected,,6.0,96.09912872314453,39.23405838012695,39.232295989990234,0.0013547224225476384,,,117.83891296386719,,,,41.72698974609375,41.662315368652344,0.04347066208720207,
,,,I_real,,0,,,,,,,,,,,,,,,,,,,,,,,,,,22.439086351238313,7.9506075343147655,7.933472977309931,0.009941846239151524,,,,,,8.0,3117.4123895363728,18.256146290263192,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,7,,,,,,,,,,,,,,,,,,,,,,,,,,22.40098956373871,7.93653326347226,7.91995388562562,0.010082994893071105,,,,,,8.0,147.06744759981748,33.554167638059525,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,14,,,,,,,,,,,,,,,,,,,,,,,,,,23.529372449781075,8.33580123401079,8.318908073863046,0.010379301261950712,,,,,,8.0,80.02479640773085,62.274935550377016,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,21,,,,,,,,,,,,,,,,,,,,,,,,,,22.577071330586417,7.998191974202141,7.982185363769531,0.010023112011859651,,,,,,8.0,61.132333724225155,68.71767500580334,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,27,,,,,,,,,,,,,,,,,,,,,,,,,,22.48800462191222,7.966516393129943,7.950744785246302,0.01018336613769414,,,,,,8.0,77.75931824230757,200.9218262219038,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,,,,,,117.89921569824219,41.73213195800781,41.68365478515625,0.03143057972192764,8.0,,,,110.86408308685803,0.9997189103579912,39.19637961465804,39.196373110911885,5.6973389530226164e-06,8.0,8.0,two_level,short_slots,prompt_summary,4.0,structured_support_set,,,,,,60.366830794537655,,9.783023208868308,9.54310374963479,0.18181903904578725,8.0,,,,,2.078035886170434,2.0780329118009475,2.0780317001655453,0.9999999833888695,,4.0,8.0,0.6127049180327869,snapshot_aggregate,4,phase2-selected,,6.0,96.10031127929688,39.234375,39.232791900634766,0.0015273595927283168,,,117.89921569824219,,,,41.73213195800781,41.68365478515625,0.03143057972192764,
,,,I_shuffle,,0,,,,,,,,,,,,,,,,,,,,,,,,,,27.182050704956055,9.617789237225642,9.61035110911385,0.006148316790578795,,,,,,8.0,3117.4164358670596,16.942756121275856,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,7,,,,,,,,,,,,,,,,,,,,,,,,,,26.3939160831639,9.339283052037974,9.33167208999884,0.005920353055488868,,,,,,8.0,148.50622483550526,32.55608680600026,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,14,,,,,,,,,,,,,,,,,,,,,,,,,,27.349446750078044,9.677362707794689,9.669468082365443,0.006168152709476283,,,,,,8.0,82.89463455950627,57.963396666479895,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,21,,,,,,,,,,,,,,,,,,,,,,,,,,27.648691271172193,9.783023208868308,9.775269211315718,0.006099384659748586,,,,,,8.0,57.46848172047099,73.68141436967693,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,27,,,,,,,,,,,,,,,,,,,,,,,,,,26.385767139372277,9.335727050656178,9.328757630019892,0.005758301477085372,,,,,,8.0,70.61150672787525,210.26496186803598,,,,,,,,,,,snapshot_layer,4,phase2-selected,,,,,,,,,,,,,,,,
,,,I_zero,,,,,,,0.0,0.0,0.0,0.0,8.0,,,,0.0,0.0,0.0,0.0,0.0,8.0,8.0,two_level,short_slots,prompt_summary,4.0,pooled_block,,,,,,1.0339651107788086,,0.19069373607635498,0.16221855580806732,0.020303837954998016,8.0,,,,,1.473654492656351e-06,1.473654492656351e-06,1.473654492656351e-06,0.0,,4.0,8.0,0.0,snapshot_aggregate,4,phase2-selected,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,
