alias,dominant_label_fraction,macro_f1,mean_margin,step,suite,task_score
A,1.0,0.1518987341772152,-2.674196759208304,0,phase2-selected,0.29508196721311475
T,0.6065573770491803,0.6238665727037821,0.8212915175273771,0,phase2-selected,0.6721311475409836
I_zero,1.0,0.1518987341772152,-2.793804512649286,0,phase2-selected,0.29508196721311475
I_real,0.9836065573770492,0.15384615384615383,-1.251255910904681,0,phase2-selected,0.29508196721311475
I_shuffle,1.0,0.1518987341772152,-2.415372254418545,0,phase2-selected,0.29508196721311475
A,1.0,0.1518987341772152,-2.674196759208304,2,phase2-selected,0.29508196721311475
T,0.6065573770491803,0.6238665727037821,0.8212915175273771,2,phase2-selected,0.6721311475409836
I_zero,1.0,0.1518987341772152,-2.793804512649286,2,phase2-selected,0.29508196721311475
I_real,1.0,0.1518987341772152,-2.7916638890250782,2,phase2-selected,0.29508196721311475
I_shuffle,1.0,0.1518987341772152,-3.2865395311449395,2,phase2-selected,0.29508196721311475
A,1.0,0.1518987341772152,-2.674196759208304,4,phase2-selected,0.29508196721311475
T,0.6065573770491803,0.6238665727037821,0.8212915175273771,4,phase2-selected,0.6721311475409836
I_zero,1.0,0.1518987341772152,-2.793804512649286,4,phase2-selected,0.29508196721311475
I_real,0.9836065573770492,0.1855921855921856,-3.300089632878538,4,phase2-selected,0.3114754098360656
I_shuffle,1.0,0.1518987341772152,-3.6309679531660235,4,phase2-selected,0.29508196721311475
A,1.0,0.1518987341772152,-2.674196759208304,8,phase2-selected,0.29508196721311475
T,0.6065573770491803,0.6238665727037821,0.8212915175273771,8,phase2-selected,0.6721311475409836
I_zero,1.0,0.1518987341772152,-2.793804512649286,8,phase2-selected,0.29508196721311475
I_real,1.0,0.1518987341772152,-3.717399534631948,8,phase2-selected,0.29508196721311475
I_shuffle,1.0,0.1518987341772152,-4.775675210796419,8,phase2-selected,0.29508196721311475
A,1.0,0.1518987341772152,-2.674196759208304,12,phase2-selected,0.29508196721311475
T,0.6065573770491803,0.6238665727037821,0.8212915175273771,12,phase2-selected,0.6721311475409836
I_zero,1.0,0.1518987341772152,-2.793804512649286,12,phase2-selected,0.29508196721311475
I_real,1.0,0.1518987341772152,-3.9000812905733704,12,phase2-selected,0.29508196721311475
I_shuffle,1.0,0.1518987341772152,-5.253502611254082,12,phase2-selected,0.29508196721311475
A,1.0,0.1518987341772152,-2.674196759208304,16,phase2-selected,0.29508196721311475
T,0.6065573770491803,0.6238665727037821,0.8212915175273771,16,phase2-selected,0.6721311475409836
I_zero,1.0,0.1518987341772152,-2.793804512649286,16,phase2-selected,0.29508196721311475
I_real,1.0,0.1518987341772152,-3.93175036789941,16,phase2-selected,0.29508196721311475
I_shuffle,1.0,0.1518987341772152,-5.632328416480393,16,phase2-selected,0.29508196721311475
A,1.0,0.1518987341772152,-2.674196759208304,24,phase2-selected,0.29508196721311475
T,0.6065573770491803,0.6238665727037821,0.8212915175273771,24,phase2-selected,0.6721311475409836
I_zero,1.0,0.1518987341772152,-2.793804512649286,24,phase2-selected,0.29508196721311475
I_real,1.0,0.1518987341772152,-4.169299657227563,24,phase2-selected,0.29508196721311475
I_shuffle,1.0,0.1518987341772152,-5.944214453462695,24,phase2-selected,0.29508196721311475
A,1.0,0.1518987341772152,-2.674196759208304,32,phase2-selected,0.29508196721311475
T,0.6065573770491803,0.6238665727037821,0.8212915175273771,32,phase2-selected,0.6721311475409836
I_zero,1.0,0.1518987341772152,-2.793804512649286,32,phase2-selected,0.29508196721311475
I_real,1.0,0.1518987341772152,-4.563208079728924,32,phase2-selected,0.29508196721311475
I_shuffle,1.0,0.1518987341772152,-6.080980074210245,32,phase2-selected,0.29508196721311475
