arm_alias,example_id,memory_long_slots,query_index,reader_argmax_mass,reader_argmax_slot,reader_attention_entropy,reader_slot_coverage_fraction,step,suite
I_real,226458,8,0,0.1250310093164444,3,2.079441547393799,0.625,0,phase2-selected
I_real,226458,8,1,0.12504751980304718,2,2.079441547393799,0.375,0,phase2-selected
I_real,226458,8,2,0.12501400709152222,3,2.079441547393799,0.625,0,phase2-selected
I_real,226458,8,3,0.12502314150333405,7,2.079441547393799,0.625,0,phase2-selected
I_real,78516,8,0,0.1250310093164444,3,2.079441547393799,0.625,0,phase2-selected
I_real,78516,8,1,0.12504751980304718,2,2.079441547393799,0.375,0,phase2-selected
I_real,78516,8,2,0.12501400709152222,3,2.079441547393799,0.625,0,phase2-selected
I_real,78516,8,3,0.12502314150333405,7,2.079441547393799,0.625,0,phase2-selected
I_real,28788,8,0,0.1250310093164444,3,2.079441547393799,0.625,0,phase2-selected
I_real,28788,8,1,0.12504751980304718,2,2.079441547393799,0.375,0,phase2-selected
I_real,28788,8,2,0.12501400709152222,3,2.079441547393799,0.625,0,phase2-selected
I_real,28788,8,3,0.12502314150333405,7,2.079441547393799,0.625,0,phase2-selected
I_real,117767,8,0,0.1250310093164444,3,2.079441547393799,0.625,0,phase2-selected
I_real,117767,8,1,0.12504751980304718,2,2.079441547393799,0.375,0,phase2-selected
I_real,117767,8,2,0.12501400709152222,3,2.079441547393799,0.625,0,phase2-selected
I_real,117767,8,3,0.12502314150333405,7,2.079441547393799,0.625,0,phase2-selected
I_real,54789,8,0,0.1250310093164444,3,2.079441547393799,0.625,0,phase2-selected
I_real,54789,8,1,0.12504751980304718,2,2.079441547393799,0.375,0,phase2-selected
I_real,54789,8,2,0.12501400709152222,3,2.079441547393799,0.625,0,phase2-selected
I_real,54789,8,3,0.12502314150333405,7,2.079441547393799,0.625,0,phase2-selected
I_real,56960,8,0,0.1250310093164444,3,2.079441547393799,0.625,0,phase2-selected
I_real,56960,8,1,0.12504751980304718,2,2.079441547393799,0.375,0,phase2-selected
I_real,56960,8,2,0.12501400709152222,3,2.079441547393799,0.625,0,phase2-selected
I_real,56960,8,3,0.12502314150333405,7,2.079441547393799,0.625,0,phase2-selected
I_real,155125,8,0,0.1250310093164444,3,2.079441547393799,0.625,0,phase2-selected
I_real,155125,8,1,0.12504751980304718,2,2.079441547393799,0.375,0,phase2-selected
I_real,155125,8,2,0.12501400709152222,3,2.079441547393799,0.625,0,phase2-selected
I_real,155125,8,3,0.12502314150333405,7,2.079441547393799,0.625,0,phase2-selected
I_real,84675,8,0,0.1250310093164444,3,2.079441547393799,0.625,0,phase2-selected
I_real,84675,8,1,0.12504751980304718,2,2.079441547393799,0.375,0,phase2-selected
I_real,84675,8,2,0.12501400709152222,3,2.079441547393799,0.625,0,phase2-selected
I_real,84675,8,3,0.12502314150333405,7,2.079441547393799,0.625,0,phase2-selected
I_real,64471,8,0,0.1250310093164444,3,2.079441547393799,0.625,0,phase2-selected
I_real,64471,8,1,0.12504751980304718,2,2.079441547393799,0.375,0,phase2-selected
I_real,64471,8,2,0.12501400709152222,3,2.079441547393799,0.625,0,phase2-selected
I_real,64471,8,3,0.12502314150333405,7,2.079441547393799,0.625,0,phase2-selected
I_real,23835,8,0,0.1250310093164444,3,2.079441547393799,0.625,0,phase2-selected
I_real,23835,8,1,0.12504751980304718,2,2.079441547393799,0.375,0,phase2-selected
I_real,23835,8,2,0.12501400709152222,3,2.079441547393799,0.625,0,phase2-selected
I_real,23835,8,3,0.12502314150333405,7,2.079441547393799,0.625,0,phase2-selected
I_real,132244,8,0,0.1250310093164444,3,2.079441547393799,0.625,0,phase2-selected
I_real,132244,8,1,0.12504751980304718,2,2.079441547393799,0.375,0,phase2-selected
I_real,132244,8,2,0.12501400709152222,3,2.079441547393799,0.625,0,phase2-selected
I_real,132244,8,3,0.12502314150333405,7,2.079441547393799,0.625,0,phase2-selected
I_real,39959,8,0,0.1250310093164444,3,2.079441547393799,0.625,0,phase2-selected
I_real,39959,8,1,0.12504751980304718,2,2.079441547393799,0.375,0,phase2-selected
I_real,39959,8,2,0.12501400709152222,3,2.079441547393799,0.625,0,phase2-selected
