example_count,flip_count_delta,left_alias,left_correct_to_right_wrong,left_wrong_to_right_correct,mean_margin_gain,right_alias,step,suite
61,0,A,0,0,-14.24005066762205,I_real,0,raw8
61,0,I_shuffle,0,0,0.07869532850922131,I_real,0,raw8
61,0,I_zero,0,0,0.97637939453125,I_real,0,raw8
61,0,A,0,0,-10.993361230756415,I_real,8,raw8
61,0,I_shuffle,0,0,6.557965732011639,I_real,8,raw8
61,0,I_zero,0,0,4.223068831396884,I_real,8,raw8
61,0,A,0,0,-11.680133905567107,I_real,16,raw8
61,0,I_shuffle,0,0,4.965007406766297,I_real,16,raw8
61,0,I_zero,0,0,3.5362961565861935,I_real,16,raw8
61,0,A,0,0,-11.586269839865263,I_real,24,raw8
61,0,I_shuffle,0,0,5.105293336461802,I_real,24,raw8
61,0,I_zero,0,0,3.630160222288038,I_real,24,raw8
61,0,A,0,0,-11.205635907220058,I_real,32,raw8
61,0,I_shuffle,0,0,5.409423953197042,I_real,32,raw8
61,0,I_zero,0,0,4.010794154933242,I_real,32,raw8
61,0,A,0,0,-11.236665686622995,I_real,48,raw8
61,0,I_shuffle,0,0,5.454496446203013,I_real,48,raw8
61,0,I_zero,0,0,3.9797643755303054,I_real,48,raw8
61,0,A,0,0,-13.07791530890543,I_real,64,raw8
61,0,I_shuffle,0,0,-0.651535159251729,I_real,64,raw8
61,0,I_zero,0,0,2.138514753247871,I_real,64,raw8
61,0,A,0,0,-14.384550399467594,I_real,0,triad6
61,0,I_shuffle,0,0,-0.792767915569368,I_real,0,triad6
61,0,I_zero,0,0,0.831879662685707,I_real,0,triad6
61,0,A,0,0,-14.684406804256751,I_real,8,triad6
61,0,I_shuffle,0,0,-0.07910024924356429,I_real,8,triad6
61,0,I_zero,0,0,0.5320232578965484,I_real,8,triad6
61,0,A,0,0,-15.79562108243098,I_real,16,triad6
61,0,I_shuffle,0,0,-1.126191279927238,I_real,16,triad6
61,0,I_zero,0,0,-0.57919102027768,I_real,16,triad6
61,0,A,0,0,-17.493698987804475,I_real,24,triad6
61,0,I_shuffle,0,0,-2.704884232067671,I_real,24,triad6
61,0,I_zero,0,0,-2.277268925651175,I_real,24,triad6
61,0,A,0,0,-14.217454589781214,I_real,32,triad6
61,0,I_shuffle,0,0,0.6225732897148758,I_real,32,triad6
61,0,I_zero,0,0,0.9989754723720863,I_real,32,triad6
61,0,A,0,0,-14.952587776496761,I_real,48,triad6
61,0,I_shuffle,0,0,-0.12365913391113281,I_real,48,triad6
61,0,I_zero,0,0,0.26384228565653817,I_real,48,triad6
61,2,A,18,20,-11.842975702442107,I_real,64,triad6
61,2,I_shuffle,18,20,1.2194960859955335,I_real,64,triad6
61,2,I_zero,18,20,3.3734543597111935,I_real,64,triad6
