example_count,flip_count_delta,left_alias,left_correct_to_right_wrong,left_wrong_to_right_correct,mean_margin_gain,right_alias,step,suite
61,0,A,0,0,0.27049887766603564,I_real,0,phase2-selected
61,0,I_shuffle,0,0,-0.5367770976707583,I_real,0,phase2-selected
61,1,I_zero,1,2,-0.20592058682050862,I_real,0,phase2-selected
61,0,A,0,0,-0.7991006726124248,I_real,2,phase2-selected
61,0,I_shuffle,0,0,-0.9618480635471032,I_real,2,phase2-selected
61,1,I_zero,1,2,-1.275520137098969,I_real,2,phase2-selected
61,0,A,0,0,-1.289070614048692,I_real,4,phase2-selected
61,0,I_shuffle,0,0,-1.044670792876697,I_real,4,phase2-selected
61,1,I_zero,1,2,-1.7654900785352363,I_real,4,phase2-selected
61,0,A,0,0,-1.5442481353634694,I_real,8,phase2-selected
61,0,I_shuffle,0,0,-0.5291625476274334,I_real,8,phase2-selected
61,1,I_zero,1,2,-2.0206675998500137,I_real,8,phase2-selected
61,0,A,0,0,-1.8712485032003434,I_real,12,phase2-selected
61,0,I_shuffle,0,0,-0.31153081675044825,I_real,12,phase2-selected
61,1,I_zero,1,2,-2.3476679676868875,I_real,12,phase2-selected
61,0,A,0,0,-2.078482674770668,I_real,16,phase2-selected
61,0,I_shuffle,0,0,-0.12175943030685675,I_real,16,phase2-selected
61,1,I_zero,1,2,-2.554902139257212,I_real,16,phase2-selected
61,0,A,0,0,-2.2712152590517136,I_real,24,phase2-selected
61,0,I_shuffle,0,0,0.1501640491798276,I_real,24,phase2-selected
61,1,I_zero,1,2,-2.747634723538258,I_real,24,phase2-selected
61,0,A,0,0,-2.5719241157906954,I_real,32,phase2-selected
61,0,I_shuffle,0,0,0.380384304484383,I_real,32,phase2-selected
61,1,I_zero,1,2,-3.0483435802772396,I_real,32,phase2-selected
