alignment_aux_active,alignment_aux_loss,alignment_aux_mode,arm_alias,layer_index,loss,pilot_support_encoder_mode,pilot_trainable_variant,prefix_hidden_l2,prefix_hidden_slot_norm_max,prefix_hidden_slot_norm_mean,prefix_hidden_slot_norm_std,prefix_l2,prefix_projector_grad_norm,prefix_slot_norm_max,prefix_slot_norm_mean,prefix_slot_norm_std,prefix_tokens,projected_k_l2,projected_v_l2,row_type,step,suite,support_encoder_grad_norm,support_item_count,support_item_hidden_l2,support_item_hidden_norm_max,support_item_hidden_norm_mean,support_item_hidden_norm_std,total_grad_norm_pre_clip,writer_grad_norm,writer_memory_l2,writer_slot_norm_max,writer_slot_norm_mean,writer_slot_norm_std,writer_to_projector_grad_ratio
,,,I_real,,,pooled_block,,,,,,77.68089294433594,,12.751408576965332,12.27849006652832,0.3112245202064514,8.0,,,snapshot_aggregate,0,phase2-selected,,0.0,0.0,0.0,0.0,0.0,,,117.73126983642578,41.62430191040039,41.62430191040039,2.336015541004599e-06,
,,,I_real,0,,,,33.8792724609375,11.978281021118164,11.978280067443848,7.539457556049456e-07,,,,,,8.0,3126.90380859375,18.557008743286133,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_real,7,,,,33.89459228515625,11.984868049621582,11.984867095947266,3.3717478231665154e-07,,,,,,8.0,141.26454162597656,31.360816955566406,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_real,14,,,,34.345157623291016,12.142728805541992,12.142728805541992,8.920806635615008e-07,,,,,,8.0,101.06982421875,73.14900970458984,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_real,21,,,,36.0662841796875,12.751408576965332,12.751407623291016,3.3717478231665154e-07,,,,,,8.0,65.92951965332031,82.68419647216797,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_real,27,,,,35.455142974853516,12.535163879394531,12.535162925720215,4.76837158203125e-07,,,,,,8.0,74.41143035888672,189.30906677246094,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,,pooled_block,,,,,,77.68079376220703,,12.751395225524902,12.278475761413574,0.31122469902038574,8.0,,,snapshot_aggregate,0,phase2-selected,,0.0,0.0,0.0,0.0,0.0,,,117.73128509521484,41.62429428100586,41.62429428100586,3.0157830224197824e-06,
,,,I_shuffle,0,,,,33.879241943359375,11.97826862335205,11.978266716003418,9.5367431640625e-07,,,,,,8.0,3126.90380859375,18.557228088378906,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,7,,,,33.894554138183594,11.98485279083252,11.984853744506836,1.118282284551242e-06,,,,,,8.0,141.2646026611328,31.361492156982422,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,14,,,,34.345157623291016,12.14271354675293,12.142714500427246,1.118282284551242e-06,,,,,,8.0,101.07015991210938,73.14522552490234,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
