example_count,flip_count_delta,left_alias,left_correct_to_right_wrong,left_wrong_to_right_correct,mean_margin_gain,right_alias,step,suite
61,2,A,18,20,-1.9098730087280273,I_real,0,phase2-selected
61,0,I_shuffle,0,0,0.05748197680614034,I_real,0,phase2-selected
61,2,I_zero,18,20,4.369925170648293,I_real,0,phase2-selected
61,1,A,13,14,-0.2047382339102323,I_real,8,phase2-selected
61,0,I_shuffle,4,4,-0.16896328378896244,I_real,8,phase2-selected
61,1,I_zero,13,14,6.075059945466088,I_real,8,phase2-selected
61,0,A,0,0,-1.9065368331846644,I_real,16,phase2-selected
61,0,I_shuffle,0,0,-0.07333058216532723,I_real,16,phase2-selected
61,0,I_zero,0,0,4.373261346191656,I_real,16,phase2-selected
61,0,A,0,0,-2.5256437043674658,I_real,24,phase2-selected
61,0,I_shuffle,0,0,0.407512191866265,I_real,24,phase2-selected
61,0,I_zero,0,0,3.754154475008855,I_real,24,phase2-selected
61,0,A,0,0,-2.8494151850215723,I_real,32,phase2-selected
61,0,I_shuffle,0,0,0.6566214639632428,I_real,32,phase2-selected
61,0,I_zero,0,0,3.430382994354748,I_real,32,phase2-selected
61,0,A,0,0,-3.0069258252128224,I_real,48,phase2-selected
61,0,I_shuffle,0,0,0.8546281271293515,I_real,48,phase2-selected
61,0,I_zero,0,0,3.272872354163498,I_real,48,phase2-selected
61,0,A,0,0,-0.5635891429713515,I_real,64,phase2-selected
61,0,I_shuffle,0,0,-0.007288104198018059,I_real,64,phase2-selected
61,0,I_zero,0,0,5.716209036404969,I_real,64,phase2-selected
