alignment_aux_active,alignment_aux_loss,alignment_aux_mode,arm_alias,fuser_grad_norm,layer_index,loss,memory_long_effective_rank,memory_long_l2,memory_long_slot_norm_max,memory_long_slot_norm_mean,memory_long_slot_norm_std,memory_long_slots,memory_short_effective_rank,memory_short_l2,memory_short_pairwise_cosine_mean,memory_short_slot_norm_max,memory_short_slot_norm_mean,memory_short_slot_norm_std,memory_short_slots,pilot_fuser_short_slots,pilot_memory_path_variant,pilot_projector_token_source,pilot_reader_context_mode,pilot_reader_num_queries,pilot_support_encoder_mode,pilot_trainable_variant,prefix_hidden_l2,prefix_hidden_slot_norm_max,prefix_hidden_slot_norm_mean,prefix_hidden_slot_norm_std,prefix_l2,prefix_projector_grad_norm,prefix_slot_norm_max,prefix_slot_norm_mean,prefix_slot_norm_std,prefix_tokens,projected_k_l2,projected_v_l2,reader_attention_entropy_max,reader_attention_entropy_mean,reader_attention_entropy_min,reader_attention_pairwise_cosine_mean,reader_grad_norm,reader_num_queries,reader_slot_count,reader_slot_coverage_fraction,row_type,step,suite,support_encoder_grad_norm,support_item_count,support_item_hidden_l2,support_item_hidden_norm_max,support_item_hidden_norm_mean,support_item_hidden_norm_std,total_grad_norm_pre_clip,writer_grad_norm,writer_memory_l2,writer_slot_norm_max,writer_slot_norm_mean,writer_slot_norm_std,writer_to_projector_grad_ratio
,,,I_real,,,,,117.72467803955078,41.62196350097656,41.62196350097656,0.0,8.0,,117.72467803955078,1.0,41.62196350097656,41.62196350097656,0.0,8.0,8.0,single_level,writer_slots,prompt_summary,0.0,structured_support_set,,,,,,64.9450454711914,,10.43265438079834,10.2672700881958,0.17273294925689697,8.0,,,0.0,0.0,0.0,0.0,,0.0,8.0,0.0,snapshot_aggregate,0,phase2-selected,,6.0,96.0983657836914,39.233707427978516,39.23198699951172,0.0013412327971309423,,,117.72467803955078,41.62196350097656,41.62196350097656,0.0,
,,,I_real,,0,,,,,,,,,,,,,,,,,,,,,,29.50863265991211,10.43265438079834,10.43265438079834,0.0,,,,,,8.0,3115.297119140625,21.52819061279297,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_real,,7,,,,,,,,,,,,,,,,,,,,,,28.422792434692383,10.048439025878906,10.048439025878906,4.76837158203125e-07,,,,,,8.0,150.21151733398438,42.201602935791016,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_real,,14,,,,,,,,,,,,,,,,,,,,,,28.477859497070312,10.068918228149414,10.068917274475098,3.3717478231665154e-07,,,,,,8.0,94.401123046875,76.42021942138672,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_real,,21,,,,,,,,,,,,,,,,,,,,,,29.506589889526367,10.431245803833008,10.431244850158691,8.259061701210157e-07,,,,,,8.0,59.56241989135742,75.95162200927734,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_real,,27,,,,,,,,,,,,,,,,,,,,,,29.288089752197266,10.355091094970703,10.355091094970703,3.3717478231665154e-07,,,,,,8.0,77.36692810058594,218.59596252441406,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,,,,117.72469329833984,41.62196731567383,41.62196731567383,1.9073486328125e-06,8.0,,117.72469329833984,1.0,41.62196731567383,41.62196731567383,1.9073486328125e-06,8.0,8.0,single_level,writer_slots,prompt_summary,0.0,structured_support_set,,,,,,64.9450454711914,,10.43265438079834,10.267267227172852,0.1727328598499298,8.0,,,0.0,0.0,0.0,0.0,,0.0,8.0,0.0,snapshot_aggregate,0,phase2-selected,,6.0,96.09864044189453,39.23369216918945,39.23210906982422,0.001507753157056868,,,117.72469329833984,41.62196731567383,41.62196731567383,1.9073486328125e-06,
,,,I_shuffle,,0,,,,,,,,,,,,,,,,,,,,,,29.508670806884766,10.43265438079834,10.432653427124023,6.743495646333031e-07,,,,,,8.0,3115.297119140625,21.52846336364746,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,7,,,,,,,,,,,,,,,,,,,,,,28.422792434692383,10.048436164855957,10.04843521118164,5.840038852511498e-07,,,,,,8.0,150.21151733398438,42.202125549316406,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,14,,,,,,,,,,,,,,,,,,,,,,28.477859497070312,10.068917274475098,10.068916320800781,8.920806635615008e-07,,,,,,8.0,94.401123046875,76.42021942138672,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
