arm_alias,competitor_prefix_attention_mass,example_id,gold_label,gold_prefix_attention_mass,layer_index,mean_prefix_attention_mass,predicted_label,prefix_l2,prefix_tokens,step,suite
I_real,0.0001730584044707939,226458,SUPPORTS,0.00011097523383796215,0,0.00018335531058255583,SUPPORTS,10.65313720703125,4,0,phase2-selected
I_real,0.015866441652178764,226458,SUPPORTS,0.010703432373702526,7,0.012021726928651333,SUPPORTS,10.65313720703125,4,0,phase2-selected
I_real,0.05219932645559311,226458,SUPPORTS,0.05203604698181152,14,0.04368286952376366,SUPPORTS,10.65313720703125,4,0,phase2-selected
I_real,0.0009535104036331177,226458,SUPPORTS,0.001898154616355896,21,0.0012090015807189047,SUPPORTS,10.65313720703125,4,0,phase2-selected
I_real,0.04577318951487541,226458,SUPPORTS,0.0352037250995636,27,0.04539045815666517,SUPPORTS,10.65313720703125,4,0,phase2-selected
I_real,0.00023509438324254006,78516,SUPPORTS,0.00011304207146167755,0,0.0002264252737707769,SUPPORTS,10.65313720703125,4,0,phase2-selected
I_real,0.013108535669744015,78516,SUPPORTS,0.009161343798041344,7,0.01008546787003676,SUPPORTS,10.65313720703125,4,0,phase2-selected
I_real,0.06100122258067131,78516,SUPPORTS,0.0601188987493515,14,0.05147802953918775,SUPPORTS,10.65313720703125,4,0,phase2-selected
I_real,0.0010858029127120972,78516,SUPPORTS,0.0021097089629620314,21,0.0013108787825331092,SUPPORTS,10.65313720703125,4,0,phase2-selected
I_real,0.060273490846157074,78516,SUPPORTS,0.04195293039083481,27,0.054166716833909355,SUPPORTS,10.65313720703125,4,0,phase2-selected
I_real,0.0002975086390506476,28788,SUPPORTS,0.00020976357336621732,0,0.00031878683269799996,SUPPORTS,10.65313720703125,4,0,phase2-selected
I_real,0.011227610521018505,28788,SUPPORTS,0.0072108786553144455,7,0.008329801571865877,SUPPORTS,10.65313720703125,4,0,phase2-selected
I_real,0.05761822313070297,28788,SUPPORTS,0.05722199007868767,14,0.0485098771750927,SUPPORTS,10.65313720703125,4,0,phase2-selected
I_real,0.0008875479688867927,28788,SUPPORTS,0.001322088181041181,21,0.0009176241001114249,SUPPORTS,10.65313720703125,4,0,phase2-selected
I_real,0.05381568521261215,28788,SUPPORTS,0.03794580698013306,27,0.04868467152118683,SUPPORTS,10.65313720703125,4,0,phase2-selected
I_real,0.00034725264413282275,117767,SUPPORTS,0.00012602056085597724,0,0.00023256800098655125,SUPPORTS,10.65313720703125,4,0,phase2-selected
I_real,0.006837510969489813,117767,SUPPORTS,0.008125065825879574,7,0.009091270621865988,SUPPORTS,10.65313720703125,4,0,phase2-selected
I_real,0.02793308161199093,117767,SUPPORTS,0.05331133306026459,14,0.04491573510070642,SUPPORTS,10.65313720703125,4,0,phase2-selected
I_real,0.0004126665589865297,117767,SUPPORTS,0.0008870642632246017,21,0.0006202196527738124,SUPPORTS,10.65313720703125,4,0,phase2-selected
I_real,0.053068481385707855,117767,SUPPORTS,0.036972761154174805,27,0.04663035770257314,SUPPORTS,10.65313720703125,4,0,phase2-selected
