example_count,flip_count_delta,left_alias,left_correct_to_right_wrong,left_wrong_to_right_correct,mean_margin_gain,right_alias,step,suite
61,0,A,0,0,1.3855464810230693,I_real,0,phase2-selected
61,1,I_shuffle,0,1,0.4627186040409276,I_real,0,phase2-selected
61,0,I_zero,0,0,0.4790333607157723,I_real,0,phase2-selected
61,0,A,0,0,-0.683697090774286,I_real,4,phase2-selected
61,0,I_shuffle,0,0,-0.6722637786239875,I_real,4,phase2-selected
61,0,I_zero,0,0,-1.590210211081583,I_real,4,phase2-selected
61,0,A,0,0,-1.5901828593895084,I_real,8,phase2-selected
61,0,I_shuffle,0,0,-0.2568858334275543,I_real,8,phase2-selected
61,0,I_zero,0,0,-2.4966959796968053,I_real,8,phase2-selected
61,0,A,0,0,-2.27144359369747,I_real,16,phase2-selected
61,0,I_shuffle,0,0,1.474049732333324,I_real,16,phase2-selected
61,0,I_zero,0,0,-3.177956714004767,I_real,16,phase2-selected
61,0,A,0,0,-2.807364166760054,I_real,32,phase2-selected
61,0,I_shuffle,0,0,1.7810752548155238,I_real,32,phase2-selected
61,0,I_zero,0,0,-3.713877287067351,I_real,32,phase2-selected
61,0,A,0,0,-3.042810475239988,I_real,48,phase2-selected
61,0,I_shuffle,0,0,1.6710083289224593,I_real,48,phase2-selected
61,0,I_zero,0,0,-3.9493235955472854,I_real,48,phase2-selected
61,1,A,18,19,-1.0121150094954694,I_real,64,phase2-selected
61,-1,I_shuffle,1,0,0.29334860942402824,I_real,64,phase2-selected
61,1,I_zero,18,19,-1.9186281298027663,I_real,64,phase2-selected
61,2,A,18,20,-1.778745885755195,I_real,80,phase2-selected
61,0,I_shuffle,0,0,0.9125536856104116,I_real,80,phase2-selected
61,2,I_zero,18,20,-2.685259006062492,I_real,80,phase2-selected
61,2,A,18,20,-2.1357021644467213,I_real,96,phase2-selected
61,0,I_shuffle,0,0,1.4318059272453434,I_real,96,phase2-selected
61,2,I_zero,18,20,-3.0422152847540183,I_real,96,phase2-selected
