example_id,margin_gap,real_margin,shuffle_margin
106308,-1.4134902954101562,-2.9232559204101562,-1.509765625
112137,2.724323272705078,-1.1663017272949219,-3.890625
114158,-1.5636520385742188,-0.6281051635742188,0.935546875
115920,-2.1319656372070312,-2.9132156372070312,-0.78125
118434,1.4597511291503906,0.022251129150390625,-1.4375
119227,0.32621002197265625,-0.49071502685546875,-0.816925048828125
121548,-1.96875,-0.96484375,1.00390625
124578,-0.8187751770019531,-3.392993927001953,-2.57421875
128004,-0.8621330261230469,-4.037670135498047,-3.175537109375
130048,-3.4893569946289062,-1.2706069946289062,2.21875
131105,-3.2821273803710938,-1.8980979919433594,1.3840293884277344
132874,-8.088069915771484,-9.050960540771484,-0.962890625
143242,-2.5696067810058594,-3.9797630310058594,-1.41015625
144391,-1.6710777282714844,-4.436702728271484,-2.765625
145707,-0.2870826721191406,0.005886077880859375,0.29296875
155125,-0.6842460632324219,1.7376289367675781,2.421875
168637,1.8286056518554688,-1.4687538146972656,-3.2973594665527344
173055,3.5551910400390625,-0.8198089599609375,-4.375
174986,1.875,-0.3828125,-2.2578125
179831,-1.1437721252441406,-0.2951393127441406,0.8486328125
1799,-3.2384109497070312,-5.023567199707031,-1.78515625
183417,-7.394084930419922,-0.5112724304199219,6.8828125
184285,-4.4873046875,-2.5625,1.9248046875
185999,-5.026828765869141,-5.679172515869141,-0.65234375
19068,-7.8055419921875,-9.1033935546875,-1.2978515625
1933,-3.4549827575683594,-3.0975608825683594,0.357421875
195124,-0.7423896789550781,-0.7617378234863281,-0.01934814453125
195202,-0.5012035369873047,-0.4699516296386719,0.03125190734863281
198544,1.1014747619628906,1.7225723266601562,0.6210975646972656
204560,-1.1878128051757812,-0.9768753051757812,0.2109375
204575,-1.5767059326171875,-1.3267021179199219,0.2500038146972656
21190,-2.181934356689453,-2.037403106689453,0.14453125
219200,1.3503150939941406,-0.058498382568359375,-1.4088134765625
219675,-1.4014358520507812,-2.0244827270507812,-0.623046875
221137,4.552734375,7.34375,2.791015625
225863,-9.126750946044922,-11.400188446044922,-2.2734375
22726,-1.6173171997070312,-2.1505203247070312,-0.533203125
3588,-0.006931304931640625,0.5790061950683594,0.5859375
39150,3.2618408203125,-2.3475341796875,-5.609375
39811,-2.120891571044922,-2.0349502563476562,0.08594131469726562
44397,-5.315387725830078,-3.983356475830078,1.33203125
45394,1.6079940795898438,-0.36466217041015625,-1.97265625
46582,-1.3135452270507812,-0.10651397705078125,1.20703125
52287,-5.12841796875,-3.074047088623047,2.054370880126953
54789,-10.734630584716797,-10.562755584716797,0.171875
55835,-1.5364418029785156,-1.6848793029785156,-0.1484375
56960,2.738941192626953,-0.7844963073730469,-3.5234375
58396,-3.876239776611328,-6.585704803466797,-2.7094650268554688
59603,0.7127914428710938,-1.6420135498046875,-2.3548049926757812
59890,-3.95245361328125,-3.46026611328125,0.4921875
60241,-2.650859832763672,-4.938762664794922,-2.28790283203125
6032,-4.232303619384766,-2.309825897216797,1.9224777221679688
61136,-0.4041633605957031,-0.7890625,-0.3848991394042969
75288,-5.149566650390625,-1.7999610900878906,3.3496055603027344
75311,-1.1459236145019531,-1.9408721923828125,-0.7949485778808594
75778,-9.39559555053711,-8.899288177490234,0.496307373046875
80212,-0.07830810546875,-1.78143310546875,-1.703125
80650,-5.098388671875,-4.653076171875,0.4453125
82580,-1.96636962890625,-3.966747283935547,-2.000377655029297
8298,1.8415260314941406,1.1071510314941406,-0.734375
84675,-11.140560150146484,-10.360179901123047,0.7803802490234375
85093,-0.9683570861816406,-2.3199195861816406,-1.3515625
94252,-6.212959289550781,-6.209053039550781,0.00390625
97937,7.654138565063477,-1.6739883422851562,-9.328126907348633
