example_id,margin_gap,real_margin,zero_margin
106308,13.422447204589844,-2.9232559204101562,-16.345703125
112137,14.687213897705078,-1.1663017272949219,-15.853515625
114158,-19.84685516357422,-0.6281051635742188,19.21875
115920,11.386589050292969,-2.9132156372070312,-14.2998046875
118434,13.53592300415039,0.022251129150390625,-13.513671875
119227,13.704597473144531,-0.49071502685546875,-14.1953125
121548,-14.3125,-0.96484375,13.34765625
124578,-16.685962677001953,-3.392993927001953,13.29296875
128004,8.946704864501953,-4.037670135498047,-12.984375
130048,13.666893005371094,-1.2706069946289062,-14.9375
131105,13.85190200805664,-1.8980979919433594,-15.75
132874,-22.102962493896484,-9.050960540771484,13.052001953125
143242,13.99289321899414,-3.9797630310058594,-17.97265625
144391,-20.460140228271484,-4.436702728271484,16.0234375
145707,14.14651107788086,0.005886077880859375,-14.140625
155125,16.980792999267578,1.7376289367675781,-15.2431640625
168637,16.492183685302734,-1.4687538146972656,-17.9609375
173055,12.656753540039062,-0.8198089599609375,-13.4765625
174986,16.4765625,-0.3828125,-16.859375
179831,14.24001693725586,-0.2951393127441406,-14.53515625
1799,8.472587585449219,-5.023567199707031,-13.49615478515625
183417,-15.874553680419922,-0.5112724304199219,15.36328125
184285,-16.2935791015625,-2.5625,13.7310791015625
185999,-20.47214126586914,-5.679172515869141,14.79296875
19068,-23.5799560546875,-9.1033935546875,14.4765625
1933,-17.19912338256836,-3.0975608825683594,14.1015625
195124,-15.347190856933594,-0.7617378234863281,14.585453033447266
195202,14.909564971923828,-0.4699516296386719,-15.3795166015625
198544,16.329994201660156,1.7225723266601562,-14.607421875
204560,13.021171569824219,-0.9768753051757812,-13.998046875
204575,11.688922882080078,-1.3267021179199219,-13.015625
21190,15.117870330810547,-2.037403106689453,-17.1552734375
219200,14.75204849243164,-0.058498382568359375,-14.810546875
219675,12.980400085449219,-2.0244827270507812,-15.0048828125
221137,-8.34765625,7.34375,15.69140625
225863,-25.960735321044922,-11.400188446044922,14.560546875
22726,13.357290267944336,-2.1505203247070312,-15.507810592651367
3588,16.08041000366211,0.5790061950683594,-15.50140380859375
39150,11.6368408203125,-2.3475341796875,-13.984375
39811,11.648643493652344,-2.0349502563476562,-13.68359375
44397,11.842815399169922,-3.983356475830078,-15.826171875
45394,12.205650329589844,-0.36466217041015625,-12.5703125
46582,15.863700866699219,-0.10651397705078125,-15.97021484375
52287,12.076343536376953,-3.074047088623047,-15.150390625
54789,5.843494415283203,-10.562755584716797,-16.40625
55835,15.787776947021484,-1.6848793029785156,-17.47265625
56960,15.188159942626953,-0.7844963073730469,-15.97265625
58396,-21.640392303466797,-6.585704803466797,15.0546875
59603,14.670486450195312,-1.6420135498046875,-16.3125
59890,-18.11114501953125,-3.46026611328125,14.65087890625
60241,10.596393585205078,-4.938762664794922,-15.53515625
6032,10.151111602783203,-2.309825897216797,-12.4609375
61136,11.78125,-0.7890625,-12.5703125
75288,14.39535140991211,-1.7999610900878906,-16.1953125
75311,11.459518432617188,-1.9408721923828125,-13.400390625
75778,-23.931514739990234,-8.899288177490234,15.0322265625
80212,14.76544189453125,-1.78143310546875,-16.546875
80650,7.608642578125,-4.653076171875,-12.26171875
82580,10.332080841064453,-3.966747283935547,-14.298828125
8298,16.30246353149414,1.1071510314941406,-15.1953125
84675,4.812675476074219,-10.360179901123047,-15.172855377197266
85093,13.98086166381836,-2.3199195861816406,-16.30078125
94252,7.978446960449219,-6.209053039550781,-14.1875
97937,13.646324157714844,-1.6739883422851562,-15.3203125
