example_count,flip_count_delta,left_alias,left_correct_to_right_wrong,left_wrong_to_right_correct,mean_margin_gain,right_alias,step,suite
61,3,A,16,19,-0.022852522427918482,I_real,0,phase2-selected
61,0,I_shuffle,1,1,0.01877157805395908,I_real,0,phase2-selected
61,5,I_zero,4,9,0.42971748602194865,I_real,0,phase2-selected
61,1,A,17,18,0.41387673675036823,I_real,2,phase2-selected
61,-2,I_shuffle,2,0,-0.08883304283267161,I_real,2,phase2-selected
61,3,I_zero,5,8,0.8664467452002353,I_real,2,phase2-selected
61,1,A,18,19,0.5727966339861761,I_real,4,phase2-selected
61,-2,I_shuffle,4,2,-0.018856517604139984,I_real,4,phase2-selected
61,3,I_zero,5,8,1.0253666424360433,I_real,4,phase2-selected
61,5,A,7,12,0.4916498778296299,I_real,8,phase2-selected
61,4,I_shuffle,5,9,0.1315302770645892,I_real,8,phase2-selected
61,7,I_zero,6,13,0.944219886279497,I_real,8,phase2-selected
61,1,A,0,1,0.4970672482349833,I_real,12,phase2-selected
61,0,I_shuffle,0,0,0.21082979733826684,I_real,12,phase2-selected
61,3,I_zero,11,14,0.9496372566848504,I_real,12,phase2-selected
61,-1,A,1,0,0.21270056239894178,I_real,16,phase2-selected
61,-1,I_shuffle,1,0,0.334709355088531,I_real,16,phase2-selected
61,1,I_zero,12,13,0.6652705708488089,I_real,16,phase2-selected
61,0,A,0,0,-0.8146988915615394,I_real,24,phase2-selected
61,0,I_shuffle,0,0,1.6278937761900856,I_real,24,phase2-selected
61,2,I_zero,12,14,-0.36212888311167235,I_real,24,phase2-selected
61,0,A,0,0,-1.3938089902283715,I_real,32,phase2-selected
61,0,I_shuffle,0,0,3.126273061408371,I_real,32,phase2-selected
61,2,I_zero,12,14,-0.9412389817785044,I_real,32,phase2-selected
