example_count,flip_count_delta,left_alias,left_correct_to_right_wrong,left_wrong_to_right_correct,mean_margin_gain,right_alias,step,suite
61,0,A,0,0,-1.7743760327823828,I_real,0,phase2-selected
61,0,I_shuffle,0,0,-0.002200134464951812,I_real,0,phase2-selected
61,0,I_zero,0,0,-0.7043537624546738,I_real,0,phase2-selected
61,0,A,0,0,-2.4273738704743932,I_real,2,phase2-selected
61,0,I_shuffle,0,0,-0.15081646403328317,I_real,2,phase2-selected
61,0,I_zero,0,0,-1.3573516001466845,I_real,2,phase2-selected
61,0,A,0,0,-2.5306857140337833,I_real,4,phase2-selected
61,0,I_shuffle,0,0,-0.46500216155755714,I_real,4,phase2-selected
61,0,I_zero,0,0,-1.4606634437060746,I_real,4,phase2-selected
61,0,A,0,0,-2.7707204037025326,I_real,8,phase2-selected
61,0,I_shuffle,0,0,0.42286345216094473,I_real,8,phase2-selected
61,0,I_zero,0,0,-1.700698133374824,I_real,8,phase2-selected
61,0,A,0,0,-3.3762275430022695,I_real,12,phase2-selected
61,0,I_shuffle,0,0,0.395271469335087,I_real,12,phase2-selected
61,0,I_zero,0,0,-2.3062052726745605,I_real,12,phase2-selected
61,0,A,0,0,-3.8046520811612488,I_real,16,phase2-selected
61,0,I_shuffle,0,0,0.6420685072414211,I_real,16,phase2-selected
61,0,I_zero,0,0,-2.7346298108335403,I_real,16,phase2-selected
61,0,A,0,0,-3.9997345658599355,I_real,24,phase2-selected
61,0,I_shuffle,0,0,1.1848733620565446,I_real,24,phase2-selected
61,0,I_zero,0,0,-2.9297122955322266,I_real,24,phase2-selected
61,0,A,0,0,-4.422611142768234,I_real,32,phase2-selected
61,0,I_shuffle,0,0,1.0326974880499917,I_real,32,phase2-selected
61,0,I_zero,0,0,-3.352588872440526,I_real,32,phase2-selected
