alignment_aux_active,alignment_aux_loss,alignment_aux_mode,arm_alias,layer_index,loss,pilot_support_encoder_mode,pilot_trainable_variant,prefix_hidden_l2,prefix_hidden_slot_norm_max,prefix_hidden_slot_norm_mean,prefix_hidden_slot_norm_std,prefix_l2,prefix_projector_grad_norm,prefix_slot_norm_max,prefix_slot_norm_mean,prefix_slot_norm_std,prefix_tokens,projected_k_l2,projected_v_l2,row_type,step,suite,support_encoder_grad_norm,support_item_count,support_item_hidden_l2,support_item_hidden_norm_max,support_item_hidden_norm_mean,support_item_hidden_norm_std,total_grad_norm_pre_clip,writer_grad_norm,writer_memory_l2,writer_slot_norm_max,writer_slot_norm_mean,writer_slot_norm_std,writer_to_projector_grad_ratio
,,,I_real,,,structured_support_set,,,,,,65.00129699707031,,10.514363288879395,10.276042938232422,0.1795378029346466,8.0,,,snapshot_aggregate,0,phase2-selected,,6.0,96.09494018554688,39.23228073120117,39.2306022644043,0.001296027097851038,,,117.73040008544922,41.62397766113281,41.62397384643555,1.3486991292666062e-06,
,,,I_real,0,,,,29.272642135620117,10.349554061889648,10.349553108215332,5.840038852511498e-07,,,,,,8.0,3116.882080078125,21.728416442871094,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_real,7,,,,28.709665298461914,10.150084495544434,10.150084495544434,4.76837158203125e-07,,,,,,8.0,149.99070739746094,42.510047912597656,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_real,14,,,,28.289722442626953,10.00168228149414,10.00168228149414,5.840038852511498e-07,,,,,,8.0,97.99698638916016,78.74329376220703,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_real,21,,,,29.73933219909668,10.514363288879395,10.514362335205078,6.743495646333031e-07,,,,,,8.0,60.28038024902344,75.60037231445312,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_real,27,,,,29.31466293334961,10.36452865600586,10.364527702331543,3.3717478231665154e-07,,,,,,8.0,78.27092742919922,220.1636505126953,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,,structured_support_set,,,,,,65.00128936767578,,10.514361381530762,10.276040077209473,0.17953772842884064,8.0,,,snapshot_aggregate,0,phase2-selected,,6.0,96.0954360961914,39.23244094848633,39.23080062866211,0.001495519420132041,,,117.73040008544922,41.62397766113281,41.62397766113281,2.6973982585332124e-06,
,,,I_shuffle,0,,,,29.272640228271484,10.349553108215332,10.349553108215332,8.920806635615008e-07,,,,,,8.0,3116.882080078125,21.728412628173828,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,7,,,,28.709665298461914,10.150083541870117,10.150083541870117,8.259061701210157e-07,,,,,,8.0,149.99070739746094,42.510047912597656,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,14,,,,28.289722442626953,10.001681327819824,10.001680374145508,7.539457556049456e-07,,,,,,8.0,97.99698638916016,78.74329376220703,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,21,,,,29.73933219909668,10.514361381530762,10.514360427856445,5.840038852511498e-07,,,,,,8.0,60.28038024902344,75.60037231445312,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,27,,,,29.31466293334961,10.364526748657227,10.36452579498291,4.76837158203125e-07,,,,,,8.0,78.27092742919922,220.1636505126953,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_zero,,,pooled_block,,,,,,1.033820390701294,,0.18989966809749603,0.16223151981830597,0.020014354959130287,8.0,,,snapshot_aggregate,0,phase2-selected,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,I_zero,0,,,,0.36570510268211365,0.12929028272628784,0.12929028272628784,0.0,,,,,,8.0,3113.552001953125,29.15438461303711,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_zero,7,,,,0.47786945104599,0.16894391179084778,0.16894389688968658,1.4901161193847656e-08,,,,,,8.0,156.9075469970703,73.5356674194336,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_zero,14,,,,0.43622106313705444,0.15422731637954712,0.15422731637954712,0.0,,,,,,8.0,163.94216918945312,125.2828140258789,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_zero,21,,,,0.47741416096687317,0.1687963455915451,0.1687963306903839,1.4901161193847656e-08,,,,,,8.0,97.11265563964844,113.81671905517578,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_zero,27,,,,0.5370827913284302,0.18989966809749603,0.18989966809749603,0.0,,,,,,8.0,125.32305908203125,221.6431884765625,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_real,,,structured_support_set,,,,,,65.018310546875,,10.499229431152344,10.278749465942383,0.1789194792509079,8.0,,,snapshot_aggregate,2,phase2-selected,,6.0,96.09632873535156,39.23286056518555,39.23115921020508,0.0013264801818877459,,,117.73247528076172,41.624732971191406,41.62472915649414,3.5683226542460034e-06,
,,,I_real,0,,,,29.351037979125977,10.377575874328613,10.377574920654297,3.3717478231665154e-07,,,,,,8.0,3116.20361328125,21.73533821105957,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_real,7,,,,28.646921157836914,10.128375053405762,10.128374099731445,5.840038852511498e-07,,,,,,8.0,150.09017944335938,42.3792839050293,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_real,14,,,,28.324304580688477,10.014284133911133,10.014283180236816,8.920806635615008e-07,,,,,,8.0,96.78147888183594,77.92958068847656,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_real,21,,,,29.694355010986328,10.499229431152344,10.499229431152344,3.3717478231665154e-07,,,,,,8.0,59.90837478637695,75.64984893798828,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_real,27,,,,29.3431396484375,10.374292373657227,10.37429141998291,8.920806635615008e-07,,,,,,8.0,77.81999969482422,219.66636657714844,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,,structured_support_set,,,,,,64.59300994873047,,10.431610107421875,10.211584091186523,0.17379073798656464,8.0,,,snapshot_aggregate,2,phase2-selected,,6.0,96.09613037109375,39.23271942138672,39.231082916259766,0.0015072013484314084,,,117.7319564819336,41.624534606933594,41.624534606933594,2.6973982585332124e-06,
,,,I_shuffle,0,,,,29.138561248779297,10.30173110961914,10.301729202270508,8.259061701210157e-07,,,,,,8.0,3115.550537109375,21.697967529296875,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,7,,,,28.479297637939453,10.068799018859863,10.068798065185547,3.3717478231665154e-07,,,,,,8.0,150.03794860839844,42.44493103027344,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,14,,,,28.15854835510254,9.954567909240723,9.954566955566406,6.743495646333031e-07,,,,,,8.0,97.31227111816406,78.18632507324219,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,21,,,,29.50465202331543,10.431610107421875,10.431609153747559,6.743495646333031e-07,,,,,,8.0,60.04880905151367,75.61442565917969,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,27,,,,29.128726959228516,10.3012113571167,10.301209449768066,1.118282284551242e-06,,,,,,8.0,78.19629669189453,219.92111206054688,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
,,,I_zero,,,pooled_block,,,,,,1.033820390701294,,0.18989966809749603,0.16223151981830597,0.020014354959130287,8.0,,,snapshot_aggregate,2,phase2-selected,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
,,,I_zero,0,,,,0.36570510268211365,0.12929028272628784,0.12929028272628784,0.0,,,,,,8.0,3113.552001953125,29.15438461303711,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,
