arm_alias,example_id,memory_long_slots,query_index,reader_argmax_mass,reader_argmax_slot,reader_attention_entropy,reader_slot_coverage_fraction,step,suite
I_real,226458,8,0,0.5000816583633423,0,0.6931482553482056,0.25,0,phase2-selected
I_real,226458,8,1,0.5000742673873901,2,0.6931482553482056,0.25,0,phase2-selected
I_real,226458,8,2,0.5000979900360107,4,0.6931482553482056,0.25,0,phase2-selected
I_real,226458,8,3,0.5000109672546387,7,0.6931482553482056,0.25,0,phase2-selected
I_real,78516,8,0,0.5000816583633423,0,0.6931482553482056,0.25,0,phase2-selected
I_real,78516,8,1,0.5000742673873901,2,0.6931482553482056,0.25,0,phase2-selected
I_real,78516,8,2,0.5000979900360107,4,0.6931482553482056,0.25,0,phase2-selected
I_real,78516,8,3,0.5000109672546387,7,0.6931482553482056,0.25,0,phase2-selected
I_real,28788,8,0,0.5000816583633423,0,0.6931482553482056,0.25,0,phase2-selected
I_real,28788,8,1,0.5000742673873901,2,0.6931482553482056,0.25,0,phase2-selected
I_real,28788,8,2,0.5000979900360107,4,0.6931482553482056,0.25,0,phase2-selected
I_real,28788,8,3,0.5000109672546387,7,0.6931482553482056,0.25,0,phase2-selected
I_real,117767,8,0,0.5000816583633423,0,0.6931482553482056,0.25,0,phase2-selected
I_real,117767,8,1,0.5000742673873901,2,0.6931482553482056,0.25,0,phase2-selected
I_real,117767,8,2,0.5000979900360107,4,0.6931482553482056,0.25,0,phase2-selected
I_real,117767,8,3,0.5000109672546387,7,0.6931482553482056,0.25,0,phase2-selected
I_real,54789,8,0,0.5000816583633423,0,0.6931482553482056,0.25,0,phase2-selected
I_real,54789,8,1,0.5000742673873901,2,0.6931482553482056,0.25,0,phase2-selected
I_real,54789,8,2,0.5000979900360107,4,0.6931482553482056,0.25,0,phase2-selected
I_real,54789,8,3,0.5000109672546387,7,0.6931482553482056,0.25,0,phase2-selected
I_real,56960,8,0,0.5000816583633423,0,0.6931482553482056,0.25,0,phase2-selected
I_real,56960,8,1,0.5000742673873901,2,0.6931482553482056,0.25,0,phase2-selected
I_real,56960,8,2,0.5000979900360107,4,0.6931482553482056,0.25,0,phase2-selected
I_real,56960,8,3,0.5000109672546387,7,0.6931482553482056,0.25,0,phase2-selected
I_real,155125,8,0,0.5000816583633423,0,0.6931482553482056,0.25,0,phase2-selected
I_real,155125,8,1,0.5000742673873901,2,0.6931482553482056,0.25,0,phase2-selected
I_real,155125,8,2,0.5000979900360107,4,0.6931482553482056,0.25,0,phase2-selected
I_real,155125,8,3,0.5000109672546387,7,0.6931482553482056,0.25,0,phase2-selected
