alignment_aux_active,alignment_aux_loss,alignment_aux_mode,arm_alias,fuser_diversity_without_semantic_gain_flag,fuser_grad_norm,fuser_input_effective_rank,fuser_input_pairwise_cosine_mean,fuser_linear_output_singular_value_top1,fuser_linear_output_singular_value_top2,fuser_linear_output_singular_value_top3,fuser_output_effective_rank,fuser_output_pairwise_cosine_mean,fuser_rank_gain_over_readout,fuser_short_query_pairwise_cosine_mean,layer_index,loss,memory_long_centered_effective_rank,memory_long_centered_top1_top2_ratio,memory_long_common_mode_energy_ratio,memory_long_common_mode_vector_l2,memory_long_diversity_loss,memory_long_diversity_weight,memory_long_effective_rank,memory_long_l2,memory_long_singular_value_top1,memory_long_singular_value_top2,memory_long_singular_value_top3,memory_long_slot_energy_cv,memory_long_slot_energy_histogram_max,memory_long_slot_energy_histogram_min,memory_long_slot_norm_histogram_max,memory_long_slot_norm_histogram_min,memory_long_slot_norm_max,memory_long_slot_norm_mean,memory_long_slot_norm_std,memory_long_slot_variance_cv,memory_long_slots,memory_long_top1_top2_ratio,memory_short_diversity_loss,memory_short_diversity_weight,memory_short_effective_rank,memory_short_l2,memory_short_pairwise_cosine_mean,memory_short_slot_norm_max,memory_short_slot_norm_mean,memory_short_slot_norm_std,memory_short_slots,pilot_fuser_short_slots,pilot_memory_path_variant,pilot_projector_token_source,pilot_reader_context_mode,pilot_reader_num_queries,pilot_support_encoder_mode,pilot_trainable_variant,prefix_hidden_l2,prefix_hidden_slot_norm_max,prefix_hidden_slot_norm_mean,prefix_hidden_slot_norm_std,prefix_l2,prefix_projector_grad_norm,prefix_slot_norm_max,prefix_slot_norm_mean,prefix_slot_norm_std,prefix_tokens,projected_k_l2,projected_v_l2,reader_argmax_mass_mean,reader_argmax_mass_std,reader_attention_diversity_loss,reader_attention_diversity_weight,reader_attention_entropy_max,reader_attention_entropy_mean,reader_attention_entropy_min,reader_attention_pairwise_cosine_mean,reader_base_query_norm_mean,reader_base_query_pairwise_cosine_mean,reader_conditioned_query_norm_mean,reader_conditioned_query_pairwise_cosine_mean,reader_context_overwrite_ratio,reader_context_shift_norm_mean,reader_grad_norm,reader_num_queries,reader_qk_logit_mean,reader_qk_logit_pairwise_cosine_mean,reader_qk_logit_range,reader_qk_logit_std,reader_query_to_slot_top1_agreement_rate,reader_query_to_slot_top2_coverage_fraction,reader_readout_centered_effective_rank,reader_readout_effective_rank,reader_readout_pairwise_cosine_mean,reader_slot_count,reader_slot_coverage_fraction,reader_value_projected_effective_rank,reader_value_projected_pairwise_cosine_mean,row_type,step,suite,support_encoder_grad_norm,support_item_count,support_item_hidden_l2,support_item_hidden_norm_max,support_item_hidden_norm_mean,support_item_hidden_norm_std,total_grad_norm_pre_clip,writer_grad_norm,writer_memory_l2,writer_slot_basis_orthogonality_loss,writer_slot_basis_orthogonality_weight,writer_slot_basis_pairwise_cosine_mean,writer_slot_norm_max,writer_slot_norm_mean,writer_slot_norm_std,writer_to_projector_grad_ratio
,,,I_real,1.0,,1.231342077255249,0.9992630481719971,35.92707061767578,31.056554794311523,28.82036781311035,3.9775915145874023,-0.026705514639616013,2.7462494373321533,0.0,,,7.000046253204346,1.0,0.998603105545044,41.647705078125,,,,117.87986755371094,117.79754638671875,1.665238380432129,1.6652382612228394,0.0017788363444571132,1741.7076416015625,1731.34423828125,41.733768463134766,41.60942459106445,41.733768463134766,41.67680740356445,0.03706727176904678,0.0017798508270773271,8.0,70.73914928393035,,,,61.848548889160156,-0.026705514639616013,32.87135696411133,30.85397720336914,2.0839149951934814,4.0,4.0,two_level,short_slots,prompt_summary,4.0,structured_support_set,,,,,,56.67643737792969,,15.304364204406738,12.488668441772461,2.1550180912017822,4.0,,,0.5000287294387817,2.6880910809268244e-05,,,0.6931482553482056,0.6931482553482056,0.6931481957435608,0.0,0.7699422836303711,-0.0010831884574145079,0.7699422836303711,-0.0010831884574145079,0.0,0.0,,4.0,-0.0015687471022829413,0.0,0.00906677357852459,0.0036663287319242954,0.25,1.0,2.998729944229126,1.231342077255249,0.9992630481719971,8.0,1.0,1.5487159490585327,0.9987424612045288,snapshot_aggregate,0,phase2-selected,,6.0,96.11910247802734,39.24253845214844,39.24046325683594,0.0016187222208827734,,,117.87986755371094,,,,41.733768463134766,41.67680740356445,0.03706727176904678,
,,,I_real,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.108535766601562,14.442536354064941,12.370683670043945,2.1416380405426025,,,,,,4.0,2204.732177734375,13.019648551940918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.509279251098633,14.785781860351562,12.584503173828125,2.079561471939087,,,,,,4.0,102.59832000732422,25.6557674407959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.116609573364258,14.445172309875488,12.401456832885742,1.976837158203125,,,,,,4.0,60.81087112426758,45.048702239990234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.533462524414062,15.304364204406738,12.54267692565918,2.385817527770996,,,,,,4.0,41.19404602050781,51.76603698730469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.45867156982422,14.827566146850586,12.54401969909668,2.1616244316101074,,,,,,4.0,51.609535217285156,153.86895751953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,1.0,,1.2321057319641113,0.9992576837539673,35.95185852050781,31.075355529785156,28.833402633666992,3.9775707721710205,-0.02666637860238552,2.745465040206909,0.0,,,7.000044822692871,1.000000143173874,0.9986021518707275,41.63297653198242,,,,117.83824920654297,117.75586700439453,1.6652380228042603,1.6652380228042603,0.001631296609808912,1741.4847412109375,1732.4473876953125,41.731101989746094,41.622676849365234,41.731101989746094,41.66209411621094,0.03397173061966896,0.001631697512455183,8.0,70.71413539194457,,,,61.886070251464844,-0.02666637860238552,32.895381927490234,30.872486114501953,2.088315725326538,4.0,4.0,two_level,short_slots,prompt_summary,4.0,structured_support_set,,,,,,56.68194580078125,,15.304569244384766,12.489334106445312,2.158413887023926,4.0,,,0.5000519752502441,5.621929085464217e-05,,,0.6931482553482056,0.6931482553482056,0.6931482553482056,0.0,0.7699422836303711,-0.0010831884574145079,0.7699422836303711,-0.0010831884574145079,0.0,0.0,,4.0,-0.0016624840209260583,0.0,0.009087757207453251,0.003654991742223501,0.25,1.0,2.9992876052856445,1.2321057319641113,0.9992576837539673,8.0,1.0,1.5469176769256592,0.9987514019012451,snapshot_aggregate,0,phase2-selected,,6.0,96.11900329589844,39.24199676513672,39.24042892456055,0.0016356386477127671,,,117.83824920654297,,,,41.731101989746094,41.66209411621094,0.03397173061966896,
,,,I_shuffle,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.111204147338867,14.44263744354248,12.371274948120117,2.145421266555786,,,,,,4.0,2204.73193359375,13.023895263671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.512727737426758,14.786231994628906,12.58518123626709,2.083132028579712,,,,,,4.0,102.57434844970703,25.6490478515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.11846923828125,14.445706367492676,12.402215957641602,1.9803460836410522,,,,,,4.0,60.82152557373047,45.04165267944336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.534339904785156,15.304569244384766,12.543379783630371,2.3886659145355225,,,,,,4.0,41.19718551635742,51.773414611816406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_shuffle,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.461849212646484,14.827935218811035,12.544615745544434,2.165015697479248,,,,,,4.0,51.62664031982422,153.86639404296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_zero,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,4.0,4.0,two_level,short_slots,prompt_summary,4.0,pooled_block,,,,,,0.743331253528595,,0.1970457285642624,0.16433371603488922,0.024929983541369438,4.0,,,0.0,0.0,,,1.473654492656351e-06,1.473654492656351e-06,1.473654492656351e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,8.0,0.0,0.0,0.0,snapshot_aggregate,0,phase2-selected,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,
,,,I_zero,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24294143915176392,0.12149020284414291,0.12149020284414291,0.0,,,,,,4.0,2200.265625,19.26621437072754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_zero,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3318038880825043,0.1658903807401657,0.1658903807401657,0.0,,,,,,4.0,109.58971405029297,51.37620162963867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_zero,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31918904185295105,0.15960198640823364,0.15960198640823364,0.0,,,,,,4.0,115.8324966430664,88.78581237792969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_zero,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3552398085594177,0.17764031887054443,0.17764031887054443,0.0,,,,,,4.0,61.02933120727539,88.6976547241211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_zero,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3940983712673187,0.1970457285642624,0.1970457285642624,0.0,,,,,,4.0,90.47187042236328,159.09034729003906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,1.0,,1.231342077255249,0.9992629885673523,35.927085876464844,31.05654525756836,28.820358276367188,3.9775919914245605,-0.02670590579509735,2.7462499141693115,0.0,,,7.000042915344238,1.0,0.998603105545044,41.647701263427734,,,,117.87986755371094,117.79754638671875,1.6652379035949707,1.6652379035949707,0.0017789117136384116,1741.7080078125,1731.343994140625,41.7337760925293,41.60942459106445,41.7337760925293,41.67680740356445,0.03706881403923035,0.0017798714164480307,8.0,70.7391695399279,,,,61.848548889160156,-0.02670590579509735,32.87135696411133,30.853979110717773,2.0839154720306396,4.0,4.0,two_level,short_slots,prompt_summary,4.0,structured_support_set,,,,,,56.67643737792969,,15.304368019104004,12.488668441772461,2.1550168991088867,4.0,,,0.5000287294387817,2.6880910809268244e-05,,,0.6931482553482056,0.6931482553482056,0.6931481957435608,0.0,0.7699422836303711,-0.0010831884574145079,0.7699422836303711,-0.0010831884574145079,0.0,0.0,,4.0,-0.0015687404666095972,0.0,0.00906680803745985,0.0036663319915533066,0.25,1.0,2.998727798461914,1.231342077255249,0.9992629885673523,8.0,1.0,1.548715353012085,0.9987424612045288,snapshot_aggregate,2,phase2-selected,,6.0,96.11964416503906,39.24270248413086,39.24067687988281,0.0015842127613723278,,,117.87986755371094,,,,41.7337760925293,41.67680740356445,0.03706881403923035,
,,,I_real,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.10854148864746,14.442535400390625,12.370688438415527,2.1416373252868652,,,,,,4.0,2204.732177734375,13.019108772277832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,,,,
,,,I_real,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.50930404663086,14.785781860351562,12.584504127502441,2.0795609951019287,,,,,,4.0,102.59835052490234,25.65586280822754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snapshot_layer,2,phase2-selected,,,,,,,,,,,,,,,,
