arm_alias,competitor_prefix_attention_mass,example_id,gold_label,gold_prefix_attention_mass,layer_index,mean_prefix_attention_mass,predicted_label,prefix_l2,prefix_tokens,step,suite
I_real,0.0022095059975981712,226458,SUPPORTS,0.0016626304714009166,0,0.0016396169473106663,SUPPORTS,56.67643737792969,4,0,phase2-selected
I_real,0.005405261646956205,226458,SUPPORTS,0.00410391204059124,7,0.004156895913183689,SUPPORTS,56.67643737792969,4,0,phase2-selected
I_real,0.0657389760017395,226458,SUPPORTS,0.0655878484249115,14,0.06355399762590726,SUPPORTS,56.67643737792969,4,0,phase2-selected
I_real,0.05353638529777527,226458,SUPPORTS,0.058458924293518066,21,0.051653278370698295,SUPPORTS,56.67643737792969,4,0,phase2-selected
I_real,0.136379212141037,226458,SUPPORTS,0.10525637865066528,27,0.13850104808807373,SUPPORTS,56.67643737792969,4,0,phase2-selected
I_real,0.0014906211290508509,78516,SUPPORTS,0.001759988022968173,0,0.0018575758828471105,SUPPORTS,56.67643737792969,4,0,phase2-selected
I_real,0.0036098756827414036,78516,SUPPORTS,0.004534561187028885,7,0.004588228805611531,SUPPORTS,56.67643737792969,4,0,phase2-selected
I_real,0.0680534765124321,78516,SUPPORTS,0.08025173842906952,14,0.07563348362843196,SUPPORTS,56.67643737792969,4,0,phase2-selected
I_real,0.05967124551534653,78516,SUPPORTS,0.07051748037338257,21,0.06651275604963303,SUPPORTS,56.67643737792969,4,0,phase2-selected
I_real,0.1776670664548874,78516,SUPPORTS,0.12125396728515625,27,0.15043037633101145,SUPPORTS,56.67643737792969,4,0,phase2-selected
I_real,0.0016262100543826818,28788,SUPPORTS,0.0018507837085053325,0,0.0019423612005387743,SUPPORTS,56.67643737792969,4,0,phase2-selected
I_real,0.0025425616186112165,28788,SUPPORTS,0.002848004922270775,7,0.0030555485282093287,SUPPORTS,56.67643737792969,4,0,phase2-selected
I_real,0.06465733051300049,28788,SUPPORTS,0.07385660707950592,14,0.07104258239269257,SUPPORTS,56.67643737792969,4,0,phase2-selected
I_real,0.047821640968322754,28788,SUPPORTS,0.0633978396654129,21,0.05736122404535612,SUPPORTS,56.67643737792969,4,0,phase2-selected
I_real,0.17263862490653992,28788,SUPPORTS,0.11008501052856445,27,0.14370221892992655,SUPPORTS,56.67643737792969,4,0,phase2-selected
I_real,0.0015473763924092054,117767,SUPPORTS,0.00204646959900856,0,0.002047158389662703,SUPPORTS,56.67643737792969,4,0,phase2-selected
I_real,0.0022242446430027485,117767,SUPPORTS,0.0025840578600764275,7,0.002798498064900438,SUPPORTS,56.67643737792969,4,0,phase2-selected
I_real,0.049484968185424805,117767,SUPPORTS,0.05939989537000656,14,0.05621470262606939,SUPPORTS,56.67643737792969,4,0,phase2-selected
I_real,0.03388195484876633,117767,SUPPORTS,0.048616256564855576,21,0.041971225291490555,SUPPORTS,56.67643737792969,4,0,phase2-selected
I_real,0.18645918369293213,117767,SUPPORTS,0.11210035532712936,27,0.1499429071942965,SUPPORTS,56.67643737792969,4,0,phase2-selected
I_real,0.003304172307252884,54789,REFUTES,0.0028744316659867764,0,0.002554982745399078,SUPPORTS,56.67643737792969,4,0,phase2-selected
I_real,0.0034106203820556402,54789,REFUTES,0.004416158422827721,7,0.003536453004926443,SUPPORTS,56.67643737792969,4,0,phase2-selected
I_real,0.07371688634157181,54789,REFUTES,0.0742778331041336,14,0.07080297420422237,SUPPORTS,56.67643737792969,4,0,phase2-selected
