arm_alias,competitor_prefix_attention_mass,example_id,gold_label,gold_prefix_attention_mass,mean_prefix_attention_mass,predicted_label,prefix_l2,prefix_tokens,step,suite
I_real,1.316268026130274e-06,226458,SUPPORTS,8.079904318947229e-07,1.3262877018860308e-06,SUPPORTS,84.53823852539062,8,0,raw8
I_real,4.116310265089851e-06,78516,SUPPORTS,2.209949798270827e-06,4.342852359210762e-06,SUPPORTS,84.53823852539062,8,0,raw8
I_real,2.261394456581911e-06,28788,SUPPORTS,1.5092103922142996e-06,2.0239688562166216e-06,SUPPORTS,84.53823852539062,8,0,raw8
I_real,1.76681237462617e-06,117767,SUPPORTS,1.1596215472309268e-06,1.783745915417967e-06,SUPPORTS,84.53823852539062,8,0,raw8
I_real,4.978442120773252e-07,54789,REFUTES,6.965862553443003e-07,6.924040386972289e-07,SUPPORTS,84.53823852539062,8,0,raw8
I_real,7.804175083947484e-07,56960,REFUTES,1.7374825347360456e-06,1.885242113530694e-06,SUPPORTS,84.53823852539062,8,0,raw8
I_real,5.265918616714771e-07,155125,REFUTES,7.576588245683524e-07,8.515784770679602e-07,SUPPORTS,84.53823852539062,8,0,raw8
I_real,1.0419450973131461e-06,84675,REFUTES,1.7109123291447759e-06,2.321292034442498e-06,SUPPORTS,84.53823852539062,8,0,raw8
I_real,4.690875357482582e-06,64471,NOT_ENOUGH_INFO,1.2890775906271301e-05,8.161829100572504e-06,SUPPORTS,84.53823852539062,8,0,raw8
I_real,2.229499841632787e-06,23835,NOT_ENOUGH_INFO,5.3395719987747725e-06,3.5020703611129043e-06,SUPPORTS,84.53823852539062,8,0,raw8
I_real,1.8021013374891481e-06,132244,NOT_ENOUGH_INFO,4.879299922322389e-06,2.993706061715784e-06,SUPPORTS,84.53823852539062,8,0,raw8
I_real,1.5215816802083282e-06,39959,NOT_ENOUGH_INFO,3.951910002797376e-06,2.5615970571379876e-06,SUPPORTS,84.53823852539062,8,0,raw8
I_shuffle,0.0003736379439942539,226458,SUPPORTS,0.00017278268933296204,0.00026330559436852735,SUPPORTS,87.9486083984375,8,0,raw8
I_shuffle,0.0007711860234849155,78516,SUPPORTS,0.0002614607510622591,0.0004771539242938161,SUPPORTS,87.9486083984375,8,0,raw8
I_shuffle,0.000805328949354589,28788,SUPPORTS,0.0003251824527978897,0.0005158810139012834,SUPPORTS,87.9486083984375,8,0,raw8
I_shuffle,0.0005264095962047577,117767,SUPPORTS,0.00018028821796178818,0.00035023265324222547,SUPPORTS,87.9486083984375,8,0,raw8
I_shuffle,0.0002247188240289688,54789,REFUTES,0.00046651437878608704,0.0003251334031422933,SUPPORTS,87.9486083984375,8,0,raw8
I_shuffle,0.00025872886180877686,56960,REFUTES,0.0006859215791337192,0.00045566676029314596,SUPPORTS,87.9486083984375,8,0,raw8
I_shuffle,0.00018424479640088975,155125,REFUTES,0.00044452957808971405,0.0003208595735486597,SUPPORTS,87.9486083984375,8,0,raw8
I_shuffle,0.00030169947422109544,84675,REFUTES,0.0005537352408282459,0.0004730494789934407,SUPPORTS,87.9486083984375,8,0,raw8
I_shuffle,0.0007819682359695435,64471,NOT_ENOUGH_INFO,0.0010564178228378296,0.0010556479295094807,SUPPORTS,87.9486083984375,8,0,raw8
I_shuffle,0.000371396541595459,23835,NOT_ENOUGH_INFO,0.0006704665720462799,0.0005812972085550427,SUPPORTS,87.9486083984375,8,0,raw8
I_shuffle,0.0006825129385106266,132244,NOT_ENOUGH_INFO,0.0010557796340435743,0.0010199439517843227,SUPPORTS,87.9486083984375,8,0,raw8
I_shuffle,0.0007026046514511108,39959,NOT_ENOUGH_INFO,0.00124281772878021,0.001049077797991534,SUPPORTS,87.9486083984375,8,0,raw8
I_zero,0.001889462349936366,226458,SUPPORTS,0.002129209693521261,0.0017727270799999435,SUPPORTS,0.0,8,0,raw8
I_zero,0.0073038144037127495,78516,SUPPORTS,0.007966245524585247,0.0066084666177630424,SUPPORTS,0.0,8,0,raw8
I_zero,0.003526548622176051,28788,SUPPORTS,0.0037011108361184597,0.0031375323111812272,SUPPORTS,0.0,8,0,raw8
I_zero,0.0032637915574014187,117767,SUPPORTS,0.003378838300704956,0.002954495915522178,SUPPORTS,0.0,8,0,raw8
I_zero,0.0036671559792011976,54789,REFUTES,0.003387888427823782,0.0030390343939264617,SUPPORTS,0.0,8,0,raw8
I_zero,0.003106537042185664,56960,REFUTES,0.003211816307157278,0.0027828929790606103,SUPPORTS,0.0,8,0,raw8
I_zero,0.006073395721614361,155125,REFUTES,0.005002161022275686,0.004704395309090614,SUPPORTS,0.0,8,0,raw8
I_zero,0.007717162370681763,84675,REFUTES,0.006831656210124493,0.006317810155451298,SUPPORTS,0.0,8,0,raw8
I_zero,0.0066912174224853516,64471,NOT_ENOUGH_INFO,0.004303823225200176,0.005657242611050606,SUPPORTS,0.0,8,0,raw8
I_zero,0.00843053124845028,23835,NOT_ENOUGH_INFO,0.005279978271573782,0.007106589308629434,SUPPORTS,0.0,8,0,raw8
I_zero,0.013356953859329224,132244,NOT_ENOUGH_INFO,0.007828092202544212,0.01064169593155384,SUPPORTS,0.0,8,0,raw8
I_zero,0.008922656998038292,39959,NOT_ENOUGH_INFO,0.005191110074520111,0.0073966725418965025,SUPPORTS,0.0,8,0,raw8
I_real,0.0023049311712384224,226458,SUPPORTS,0.0024524489417672157,0.0020206517074257135,SUPPORTS,4349.36376953125,8,8,raw8
I_real,0.0016993809258565307,78516,SUPPORTS,0.0017694663256406784,0.001497273682616651,SUPPORTS,4349.36376953125,8,8,raw8
I_real,0.0016400035237893462,28788,SUPPORTS,0.0017904192209243774,0.001475403628622492,SUPPORTS,4349.36376953125,8,8,raw8
I_real,0.001092384336516261,117767,SUPPORTS,0.001189953414723277,0.0009788863050440948,SUPPORTS,4349.36376953125,8,8,raw8
