alignment_aux_active,alignment_aux_loss,alignment_aux_mode,arm_alias,fuser_grad_norm,layer_index,loss,memory_long_effective_rank,memory_long_l2,memory_long_slot_norm_max,memory_long_slot_norm_mean,memory_long_slot_norm_std,memory_long_slots,memory_short_effective_rank,memory_short_l2,memory_short_pairwise_cosine_mean,memory_short_slot_norm_max,memory_short_slot_norm_mean,memory_short_slot_norm_std,memory_short_slots,pilot_fuser_short_slots,pilot_memory_path_variant,pilot_projector_token_source,pilot_reader_context_mode,pilot_reader_num_queries,pilot_support_encoder_mode,pilot_trainable_variant,prefix_hidden_l2,prefix_hidden_slot_norm_max,prefix_hidden_slot_norm_mean,prefix_hidden_slot_norm_std,prefix_l2,prefix_projector_grad_norm,prefix_slot_norm_max,prefix_slot_norm_mean,prefix_slot_norm_std,prefix_tokens,projected_k_l2,projected_v_l2,reader_attention_entropy_max,reader_attention_entropy_mean,reader_attention_entropy_min,reader_attention_pairwise_cosine_mean,reader_grad_norm,reader_num_queries,reader_slot_count,reader_slot_coverage_fraction,row_type,step,suite,support_encoder_grad_norm,support_item_count,support_item_hidden_l2,support_item_hidden_norm_max,support_item_hidden_norm_mean,support_item_hidden_norm_std,total_grad_norm_pre_clip,writer_grad_norm,writer_memory_l2,writer_slot_norm_max,writer_slot_norm_mean,writer_slot_norm_std,writer_to_projector_grad_ratio
,,,I_real,,,,,117.72467803955078,41.62196350097656,41.62196350097656,0.0,8.0,,78.38318133745037,0.9995069963033082,39.1915934203101,39.19159104394131,2.372495395857335e-06,4.0,4.0,two_level,short_slots,prompt_summary,1.0,structured_support_set,,,,,,4.54909378583314,,1.0590503675038698,1.0169734827807693,0.02170257126820869,4.0,,,2.079441547393799,2.079441547393799,2.079441547393799,0.0,,1.0,8.0,0.2581967213114754,snapshot_aggregate,0,phase2-selected,,6.0,96.0983657836914,39.233707427978516,39.23198699951172,0.0013412327971309423,,,117.72467803955078,41.62196350097656,41.62196350097656,0.0,
,,,I_real,,0,,,,,,,,,,,,,,,,,,,,,,2.0011653352956302,1.0199795570529875,1.0005093773857492,0.013324508321334104,,,,,,4.0,2203.201119845031,13.95484155123351,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_real,,7,,,,,,,,,,,,,,,,,,,,,,1.9970916529170801,1.016281120112685,0.9984627317209713,0.012733849208252351,,,,,,4.0,103.62290154128779,29.393470482748064,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_real,,14,,,,,,,,,,,,,,,,,,,,,,2.0335817942853835,1.0350717784928494,1.016721275986218,0.012450529750986178,,,,,,4.0,60.72789926997951,54.57236161779185,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_real,,21,,,,,,,,,,,,,,,,,,,,,,2.06674385657076,1.0516419996980761,1.0332948096462937,0.01277550496160984,,,,,,4.0,41.380766196329084,54.27417842677382,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_real,,27,,,,,,,,,,,,,,,,,,,,,,2.071917215331656,1.0550390384236321,1.035879177148225,0.01269371392296963,,,,,,4.0,52.40590717753426,143.1972641241355,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,,,,117.72469329833984,41.62196731567383,41.62196731567383,1.9073486328125e-06,8.0,,78.38325625560323,0.9995819760150597,39.19163206757092,39.19162944105805,2.476594944277704e-06,4.0,4.0,two_level,short_slots,prompt_summary,1.0,structured_support_set,,,,,,8.175442656532663,,1.8683822819444,1.8279365965577423,0.023199613740453956,4.0,,,2.079441547393799,2.079441547393799,2.079441547393799,0.0,,1.0,8.0,0.21106557377049182,snapshot_aggregate,0,phase2-selected,,6.0,96.09864044189453,39.23369216918945,39.23210906982422,0.001507753157056868,,,117.72469329833984,41.62196731567383,41.62196731567383,1.9073486328125e-06,
,,,I_shuffle,,0,,,,,,,,,,,,,,,,,,,,,,3.6605603890340834,1.8440112676776823,1.8302274199782824,0.014357687187854384,,,,,,4.0,2205.350778048156,12.685603923484928,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,7,,,,,,,,,,,,,,,,,,,,,,3.603083845044746,1.8152617235652735,1.8014810163466657,0.014268676490813006,,,,,,4.0,104.6230610081407,24.237245622228404,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
,,,I_shuffle,,14,,,,,,,,,,,,,,,,,,,,,,3.708864368376185,1.8683822819444,1.8543850027146886,0.01473967118768907,,,,,,4.0,57.5859742711802,46.26119563618644,,,,,,,,,snapshot_layer,0,phase2-selected,,,,,,,,,,,,,
