bucket,example_count,mean_margin_gap_real_vs_shuffle,mean_margin_gap_real_vs_zero,step,suite
overall,61,0.01877157805395908,0.42971748602194865,0,phase2-selected
A_wrong,43,-0.01682640785394713,1.4148110678029615,0,phase2-selected
SUPPORTS,18,0.10381121105617946,-1.9235616260104709,0,phase2-selected
REFUTES,20,0.11162047386169434,3.3508838176727296,0,phase2-selected
NOT_ENOUGH_INFO,23,-0.12851934847624405,-0.26873045382292376,0,phase2-selected
overall,61,0.37165801251520875,1.374107548447906,8,phase2-selected
A_wrong,43,0.36923315358716385,0.06637848255246184,8,phase2-selected
SUPPORTS,18,0.37745073106553817,4.498126983642578,8,phase2-selected
REFUTES,20,0.7313316345214844,-4.2850934028625485,8,phase2-selected
NOT_ENOUGH_INFO,23,0.05436490929645041,3.8502670785655146,8,phase2-selected
overall,61,-0.5325188402269707,-0.7380248992169489,16,phase2-selected
A_wrong,43,-1.3028458883596021,-5.249089684597282,16,phase2-selected
SUPPORTS,18,1.3077068858676486,10.038407643636068,16,phase2-selected
REFUTES,20,-0.7894620895385742,-10.459906768798827,16,phase2-selected
NOT_ENOUGH_INFO,23,-1.7492665829865828,-0.717944393987241,16,phase2-selected
overall,61,0.0005467367953941471,-1.8183666291784069,24,phase2-selected
A_wrong,43,-0.4153032081071721,-7.9980360962623775,24,phase2-selected
SUPPORTS,18,0.9939660496181912,12.944177097744411,24,phase2-selected
REFUTES,20,-1.336823010444641,-14.02273690700531,24,phase2-selected
NOT_ENOUGH_INFO,23,0.386018359142801,-2.7591658260511314,24,phase2-selected
overall,61,0.13927168142600138,-2.6812806911155826,32,phase2-selected
A_wrong,43,0.2614835694778797,-9.826803196308225,32,phase2-selected
SUPPORTS,18,-0.15267894003126356,14.388578626844618,32,phase2-selected
REFUTES,20,-1.553070306777954,-16.317967009544372,32,phase2-selected
NOT_ENOUGH_INFO,23,1.8393565053525178,-4.182312923928966,32,phase2-selected
overall,61,-0.04335041124312604,-3.3936602717540305,48,phase2-selected
A_wrong,43,0.5288495906563693,-11.259965519572413,48,phase2-selected
SUPPORTS,18,-1.4102726380030315,15.398068931367662,48,phase2-selected
REFUTES,20,-1.556787109375,-18.279086899757385,48,phase2-selected
NOT_ENOUGH_INFO,23,2.342446721118429,-5.156381710715916,48,phase2-selected
overall,61,-0.9638970484499072,-0.6403080049108286,64,phase2-selected
A_wrong,43,-3.2848063624182413,-2.259248733520508,64,phase2-selected
SUPPORTS,18,4.58049742380778,3.227161513434516,64,phase2-selected
REFUTES,20,-4.85124626159668,-3.430730676651001,64,phase2-selected
NOT_ENOUGH_INFO,23,-1.9226847109587297,-1.240568782972253,64,phase2-selected
