arm_alias,competitor_prefix_attention_mass,example_id,gold_label,gold_prefix_attention_mass,layer_index,mean_prefix_attention_mass,predicted_label,prefix_l2,prefix_tokens,step,suite
I_real,0.0005312424618750811,226458,SUPPORTS,0.00035752635449171066,0,0.0005529693638285001,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.0030204192735254765,226458,SUPPORTS,0.0024633370339870453,7,0.0024664433828244605,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.01788203977048397,226458,SUPPORTS,0.0178841482847929,14,0.015540292486548424,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.009970784187316895,226458,SUPPORTS,0.011815270408987999,21,0.009542290742198626,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.02317611500620842,226458,SUPPORTS,0.03487110137939453,27,0.032570442805687584,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.00047765340423211455,78516,SUPPORTS,0.0002864356792997569,0,0.000495731549259896,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.002732115564867854,78516,SUPPORTS,0.0022398270666599274,7,0.002331045844281713,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.02846587263047695,78516,SUPPORTS,0.027845460921525955,14,0.024613328278064728,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.013729771599173546,78516,SUPPORTS,0.015732526779174805,21,0.012787487357854843,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.02466406486928463,78516,SUPPORTS,0.035872817039489746,27,0.03228392265737057,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.0005555800162255764,28788,SUPPORTS,0.00038492470048367977,0,0.0005852320658353468,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.002975655719637871,28788,SUPPORTS,0.0024430998601019382,7,0.002508849992106358,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.019121598452329636,28788,SUPPORTS,0.01892951875925064,14,0.016738650389015675,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.010271629318594933,28788,SUPPORTS,0.01195371150970459,21,0.009554330880443255,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.024242978543043137,28788,SUPPORTS,0.03544273227453232,27,0.03247814873854319,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.0005686049698852003,117767,SUPPORTS,0.00039588517392985523,0,0.0005791170697193593,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.002703892532736063,117767,SUPPORTS,0.002183954231441021,7,0.0022359434127186737,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.012421419844031334,117767,SUPPORTS,0.012237548828125,14,0.011042000415424505,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.007857362739741802,117767,SUPPORTS,0.009103815071284771,21,0.007298574938128392,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.019470274448394775,117767,SUPPORTS,0.030535897240042686,27,0.028984963273008663,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.0003559991891961545,54789,REFUTES,0.0006027026101946831,0,0.0005704501818399876,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.0021817197557538748,54789,REFUTES,0.002734942827373743,7,0.002283561664323012,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.015455331653356552,54789,REFUTES,0.01571894809603691,14,0.01391125408311685,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.01198434829711914,54789,REFUTES,0.010169824585318565,21,0.009624093150099119,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.030037155374884605,54789,REFUTES,0.020221929997205734,27,0.028250302498539288,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.00030759323271922767,56960,REFUTES,0.0005094028310850263,0,0.0005293697565017889,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.0021699757780879736,56960,REFUTES,0.0026676603592932224,7,0.0022735226278503737,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.0171380415558815,56960,REFUTES,0.017504539340734482,14,0.015256522223353386,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.010665735229849815,56960,REFUTES,0.00901716947555542,21,0.008563343745966753,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.031185388565063477,56960,REFUTES,0.02263665199279785,27,0.029969672362009685,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.0005332789150997996,155125,REFUTES,0.0006925975321792066,0,0.0006849042644413809,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.003194699762389064,155125,REFUTES,0.0037389814388006926,7,0.0031305403293420873,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.019514236599206924,155125,REFUTES,0.019650861620903015,14,0.01742048654705286,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.012464165687561035,155125,REFUTES,0.010002891533076763,21,0.009525209044416746,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.03662872314453125,155125,REFUTES,0.023686211556196213,27,0.032566813131173454,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.0004212105995975435,84675,REFUTES,0.0005921683041378856,0,0.0006021737159850696,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.0021145674400031567,84675,REFUTES,0.0027595828287303448,7,0.0022095260210335255,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.02196912094950676,84675,REFUTES,0.022404050454497337,14,0.019659749542673428,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.019897937774658203,84675,REFUTES,0.017259877175092697,21,0.016317379660904408,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.02949085831642151,84675,REFUTES,0.0213913731276989,27,0.028827813764413197,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.0006572520360350609,64471,NOT_ENOUGH_INFO,0.0013757537817582488,0,0.0009883496483477454,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.0034289329778403044,64471,NOT_ENOUGH_INFO,0.003012401517480612,7,0.0035851598562051854,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.02267949841916561,64471,NOT_ENOUGH_INFO,0.016471268609166145,14,0.020737840483585995,SUPPORTS,13.642807960510254,8,0,phase2-selected
I_real,0.01669963262975216,64471,NOT_ENOUGH_INFO,0.008251197636127472,21,0.012792523950338364,SUPPORTS,13.642807960510254,8,0,phase2-selected
